auction_id,round,market_number,market_name,category,round_opening_price,round_clock_price,aggregate_demand,posted_price,next_round_clock_price,bidding_units,supply,population
107,15,PEA381,"Del Rio, TX",ABC,4600,5100,28,5100,5700,160,14,54479
107,15,PEA382,"Riverton, WY",ABC,13000,15000,33,15000,17000,160,14,53468
107,15,PEA383,"Creston, IA",ABC,13000,15000,32,15000,17000,150,14,50709
107,15,PEA384,"Manchester, IA",ABC,13000,15000,32,15000,17000,150,14,50223
107,15,PEA385,"Hannibal, MO",ABC,3200,3600,16,3600,4000,150,14,49159
107,15,PEA386,"Barnwell, SC",ABC,2900,3200,14,2900,3200,150,14,49027
107,15,PEA387,"Wahpeton, ND",ABC,4000,4400,28,4400,4900,150,14,48521
107,15,PEA388,"Atlantic, IA",ABC,3900,4300,28,4300,4800,140,14,47170
107,15,PEA389,"McCook, NE",ABC,11000,13000,32,13000,15000,140,14,47014
107,15,PEA390,"Snyder, TX",ABC,11000,13000,31,13000,15000,140,14,45514
107,15,PEA391,"Ontario, OR",ABC,4400,4900,28,4900,5400,120,14,38735
107,15,PEA392,"Maryville, MO",ABC,8800,9700,32,9700,11000,110,14,37191
107,15,PEA393,"Macon, MO",ABC,3100,3500,28,3500,3900,110,14,36158
107,15,PEA394,"Martin, SD",ABC,3000,3300,28,3300,3700,100,14,34651
107,15,PEA395,"Jamestown, ND",ABC,3000,3300,28,3300,3700,100,14,34328
107,15,PEA396,"Winterset, IA",ABC,3000,3300,28,3300,3700,100,14,34315
107,15,PEA397,"Aliceville, AL",ABC,2100,2400,14,2100,2400,100,14,34310
107,15,PEA398,"South Sioux City, NE",ABC,8000,8800,32,8800,9700,100,14,33946
107,15,PEA399,"Lampasas, TX",ABC,6300,7000,30,7000,7700,80,14,25808
107,15,PEA400,"Muleshoe, TX",ABC,6300,7000,32,7000,7700,80,14,25496
107,15,PEA401,"Floydada, TX",ABC,6300,7000,30,7000,7700,80,14,25065
107,15,PEA402,"Brady, TX",ABC,5900,6500,33,6500,7200,70,14,23231
107,15,PEA403,"Lewistown, MT",ABC,1900,2100,28,2100,2400,70,14,21970
107,15,PEA404,"Kanab, UT",ABC,5700,6300,55,6300,7000,70,14,21871
107,15,PEA405,"Jackson, WY",ABC,2100,2400,27,2400,2700,60,14,21294
107,15,PEA406,"Anamosa, IA",ABC,5300,5900,32,5900,6500,60,14,20638
107,15,PEA407,"Salmon, ID",ABC,1500,1700,28,1700,1900,50,14,15195
107,15,PEA408,"Ballinger, TX",ABC,1500,1700,28,1700,1900,50,14,14964
107,15,PEA409,"Haskell, TX",ABC,4600,5100,32,5100,5700,50,14,14772
107,15,PEA410,"Valentine, NE",ABC,4600,5100,32,5100,5700,50,14,11796
107,15,PEA411,"Van Horn, TX",ABC,4600,5100,32,5100,5700,50,14,5874
107,16,PEA001,"New York, NY",A,57517000,63269000,20,63269000,69596000,757100,5,25237061
107,16,PEA001,"New York, NY",BC,57517000,63269000,30,63269000,69596000,757100,9,25237061
107,16,PEA002,"Los Angeles, CA",A,44238000,48662000,20,48662000,53529000,582300,5,19410169
107,16,PEA002,"Los Angeles, CA",BC,44238000,48662000,21,48662000,53529000,582300,9,19410169
107,16,PEA003,"Chicago, IL",A,21357000,23493000,19,23493000,25843000,281000,5,9366713
107,16,PEA003,"Chicago, IL",BC,21357000,23493000,23,23493000,25843000,281000,9,9366713
107,16,PEA004,"San Francisco, CA",A,20581000,22640000,19,22640000,24904000,270800,5,9027937
107,16,PEA004,"San Francisco, CA",BC,20581000,22640000,22,22640000,24904000,270800,9,9027937
107,16,PEA005,"Baltimore, MD-Washington, DC",ABC,17883000,19672000,35,19672000,21640000,235300,14,7842134
107,16,PEA006,"Philadelphia, PA",A,17298000,19028000,19,19028000,20931000,227600,5,7587252
107,16,PEA006,"Philadelphia, PA",BC,17298000,19028000,15,19028000,20931000,227600,9,7587252
107,16,PEA007,"Boston, MA",A,15457000,17003000,19,17003000,18704000,203300,5,6776035
107,16,PEA007,"Boston, MA",BC,15457000,17003000,16,17003000,18704000,203300,9,6776035
107,16,PEA008,"Dallas, TX",A,14713000,16185000,19,16185000,17804000,193600,5,6452472
107,16,PEA008,"Dallas, TX",BC,14713000,16185000,16,16185000,17804000,193600,9,6452472
107,16,PEA009,"Miami, FL",A,14348000,15783000,19,15783000,17362000,188800,5,6291880
107,16,PEA009,"Miami, FL",BC,14348000,15783000,16,15783000,17362000,188800,9,6291880
107,16,PEA010,"Houston, TX",A,13437000,14781000,19,14781000,16260000,176800,5,5891999
107,16,PEA010,"Houston, TX",BC,13437000,14781000,16,14781000,16260000,176800,9,5891999
107,16,PEA011,"Atlanta, GA",ABC,12397000,13637000,34,13637000,15001000,163100,14,5435312
107,16,PEA012,"Detroit, MI",A,11721000,12894000,19,12894000,14184000,154100,5,5137479
107,16,PEA012,"Detroit, MI",BC,11721000,12894000,15,12894000,14184000,154100,9,5137479
107,16,PEA013,"Orlando, FL",A,10414000,11456000,19,11456000,12602000,136900,5,4562642
107,16,PEA013,"Orlando, FL",BC,10414000,11456000,19,11456000,12602000,136900,9,4562642
107,16,PEA014,"Cleveland, OH",A,9349000,10284000,14,10284000,11313000,122900,5,4096678
107,16,PEA014,"Cleveland, OH",BC,9349000,10284000,19,10284000,11313000,122900,9,4096678
107,16,PEA015,"Phoenix, AZ",A,8706000,9577000,19,9577000,10535000,114500,5,3817117
107,16,PEA015,"Phoenix, AZ",BC,8706000,9577000,23,9577000,10535000,114500,9,3817117
107,16,PEA016,"Seattle, WA",A,8652000,9518000,19,9518000,10470000,113800,5,3792218
107,16,PEA016,"Seattle, WA",BC,8652000,9518000,16,9518000,10470000,113800,9,3792218
107,16,PEA017,"Minneapolis-St. Paul, MN",A,7737000,8511000,19,8511000,9363000,101700,5,3390091
107,16,PEA017,"Minneapolis-St. Paul, MN",BC,7737000,8511000,15,8511000,9363000,101700,9,3390091
107,16,PEA018,"San Diego, CA",A,7066000,7773000,19,7773000,8551000,92900,5,3095313
107,16,PEA018,"San Diego, CA",BC,7066000,7773000,18,7773000,8551000,92900,9,3095313
107,16,PEA019,"Portland, OR",A,6902000,7593000,10,7593000,8353000,90700,5,3022643
107,16,PEA019,"Portland, OR",BC,6902000,7593000,11,7593000,8353000,90700,9,3022643
107,16,PEA020,"Denver, CO",ABC,6369000,7006000,34,7006000,7707000,83700,14,2789669
107,16,PEA021,"Tampa, FL",A,6355000,6991000,19,6991000,7691000,83500,5,2783243
107,16,PEA021,"Tampa, FL",BC,6355000,6991000,14,6991000,7691000,83500,9,2783243
107,16,PEA022,"Sacramento, CA",A,6214000,6836000,15,6836000,7520000,81700,5,2722415
107,16,PEA022,"Sacramento, CA",BC,6214000,6836000,10,6836000,7520000,81700,9,2722415
107,16,PEA023,"Pittsburgh, PA",A,5481000,6030000,10,6030000,6633000,72000,5,2399667
107,16,PEA023,"Pittsburgh, PA",BC,5481000,6030000,10,6030000,6633000,72000,9,2399667
107,16,PEA024,"Saint Louis, MO",A,5474000,6022000,14,6022000,6625000,71900,5,2396938
107,16,PEA024,"Saint Louis, MO",BC,5474000,6022000,14,6022000,6625000,71900,9,2396938
107,16,PEA025,"Cincinnati, OH",A,5016000,5518000,10,5518000,6070000,65900,5,2196428
107,16,PEA025,"Cincinnati, OH",BC,5016000,5518000,10,5518000,6070000,65900,9,2196428
107,16,PEA026,"Las Vegas, NV",A,4921000,5414000,19,5414000,5956000,64500,5,2151455
107,16,PEA026,"Las Vegas, NV",BC,4921000,5414000,16,5414000,5956000,64500,9,2151455
107,16,PEA027,"Salt Lake City, UT",A,4895000,5385000,22,5385000,5924000,64300,5,2142152
107,16,PEA027,"Salt Lake City, UT",BC,4895000,5385000,14,5385000,5924000,64300,9,2142152
107,16,PEA028,"San Antonio, TX",A,4567000,5024000,19,5024000,5527000,60000,5,1999689
107,16,PEA028,"San Antonio, TX",BC,4567000,5024000,15,5024000,5527000,60000,9,1999689
107,16,PEA029,"Jacksonville, FL",A,4386000,4825000,14,4825000,5308000,57500,5,1918264
107,16,PEA029,"Jacksonville, FL",BC,4386000,4825000,14,4825000,5308000,57500,9,1918264
107,16,PEA030,"Kansas City, MO",A,4138000,4552000,19,4552000,5008000,54300,5,1810075
107,16,PEA030,"Kansas City, MO",BC,4138000,4552000,14,4552000,5008000,54300,9,1810075
107,16,PEA031,"Indianapolis, IN",A,4045000,4450000,19,4450000,4895000,53100,5,1769011
107,16,PEA031,"Indianapolis, IN",BC,4045000,4450000,14,4450000,4895000,53100,9,1769011
107,16,PEA032,"Nashville, TN",A,3993000,4393000,10,4393000,4833000,52500,5,1748445
107,16,PEA032,"Nashville, TN",BC,3993000,4393000,9,3993000,4393000,52500,9,1748445
107,16,PEA033,"Virginia Beach, VA",A,3880000,4268000,10,4268000,4695000,51000,5,1698835
107,16,PEA033,"Virginia Beach, VA",BC,3880000,4268000,11,4268000,4695000,51000,9,1698835
107,16,PEA034,"Fresno, CA",A,3832000,4216000,19,4216000,4638000,50300,5,1676476
107,16,PEA034,"Fresno, CA",BC,3832000,4216000,14,4216000,4638000,50300,9,1676476
107,16,PEA035,"Austin, TX",A,3723000,4096000,19,4096000,4506000,48900,5,1628809
107,16,PEA035,"Austin, TX",BC,3723000,4096000,10,4096000,4506000,48900,9,1628809
107,16,PEA036,"New Orleans, LA",A,3705000,4076000,14,4076000,4484000,48700,5,1622143
107,16,PEA036,"New Orleans, LA",BC,3705000,4076000,10,4076000,4484000,48700,9,1622143
107,16,PEA037,"Columbus, OH",A,3621000,3984000,14,3984000,4383000,47500,5,1582917
107,16,PEA037,"Columbus, OH",BC,3621000,3984000,10,3984000,4383000,47500,9,1582917
107,16,PEA038,"Milwaukee, WI",A,3558000,3914000,19,3914000,4306000,46700,5,1555908
107,16,PEA038,"Milwaukee, WI",BC,3558000,3914000,11,3914000,4306000,46700,9,1555908
107,16,PEA039,"Oklahoma City, OK",A,3310000,3641000,19,3641000,4006000,43400,5,1446527
107,16,PEA039,"Oklahoma City, OK",BC,3310000,3641000,14,3641000,4006000,43400,9,1446527
107,16,PEA040,"Birmingham, AL",A,3203000,3524000,7,3524000,3877000,42000,5,1399686
107,16,PEA040,"Birmingham, AL",BC,2405000,2646000,9,2405000,2646000,42000,9,1399686
107,16,PEA041,"Syracuse, NY",A,3138000,3452000,7,3452000,3798000,41200,5,1371959
107,16,PEA041,"Syracuse, NY",BC,2356000,2592000,9,2356000,2592000,41200,9,1371959
107,16,PEA043,"Charlotte, NC",A,3038000,3342000,7,3342000,3677000,39800,5,1327006
107,16,PEA043,"Charlotte, NC",BC,2281000,2510000,9,2281000,2510000,39800,9,1327006
107,16,PEA044,"Rochester, NY",A,3011000,3313000,7,3313000,3645000,39500,5,1316146
107,16,PEA044,"Rochester, NY",BC,2261000,2488000,9,2261000,2488000,39500,9,1316146
107,16,PEA045,"Raleigh, NC",A,2979000,3277000,7,3277000,3605000,39100,5,1302381
107,16,PEA045,"Raleigh, NC",BC,2708000,2979000,14,2979000,3277000,39100,9,1302381
107,16,PEA046,"Little Rock, AR",A,2919000,3211000,8,3211000,3533000,38300,5,1275690
107,16,PEA046,"Little Rock, AR",BC,2653000,2919000,10,2919000,3211000,38300,9,1275690
107,16,PEA047,"Brownsville, TX",A,2891000,3181000,14,3181000,3500000,37900,5,1264091
107,16,PEA047,"Brownsville, TX",BC,2891000,3181000,11,3181000,3500000,37900,9,1264091
107,16,PEA048,"Harrisburg, PA",A,2847000,3132000,8,3132000,3446000,37300,5,1244058
107,16,PEA048,"Harrisburg, PA",BC,2138000,2352000,9,2138000,2352000,37300,9,1244058
107,16,PEA049,"Albany, NY",A,2799000,3079000,7,3079000,3387000,36700,5,1222542
107,16,PEA049,"Albany, NY",BC,2101000,2312000,9,2101000,2312000,36700,9,1222542
107,16,PEA050,"Greenville, SC",A,2796000,3076000,7,3076000,3384000,36600,5,1220968
107,16,PEA050,"Greenville, SC",BC,2310000,2541000,9,2310000,2541000,36600,9,1220968
107,16,PEA051,"Louisville, KY",ABC,557000,613000,27,613000,675000,7200,14,1194260
107,16,PEA052,"Charleston, WV",ABC,557000,613000,16,613000,675000,7200,14,1191822
107,16,PEA053,"Tucson, AZ",ABC,539000,593000,34,593000,653000,7000,14,1159029
107,16,PEA054,"Buffalo, NY",ABC,528000,581000,42,581000,640000,6800,14,1135509
107,16,PEA055,"Huntsville, AL",ABC,516000,568000,16,568000,625000,6600,14,1105409
107,16,PEA056,"Kalamazoo, MI",ABC,347000,382000,16,382000,421000,6600,14,1095827
107,16,PEA057,"Richmond, VA",ABC,506000,557000,24,557000,613000,6500,14,1080661
107,16,PEA058,"Bloomington, IN",ABC,497000,547000,39,547000,602000,6400,14,1069729
107,16,PEA059,"Memphis, TN",ABC,489000,538000,27,538000,592000,6200,14,1039627
107,16,PEA060,"Manchester, NH",ABC,396000,436000,15,436000,480000,6200,14,1025620
107,16,PEA061,"Toledo, OH",ABC,182000,201000,30,201000,222000,6100,14,1023081
107,16,PEA062,"Dayton, OH",ABC,477000,525000,33,525000,578000,6100,14,1019932
107,16,PEA063,"Tulsa, OK",ABC,451000,497000,37,497000,547000,5800,14,969078
107,16,PEA064,"South Bend, IN",ABC,445000,490000,27,490000,539000,5700,14,954029
107,16,PEA065,"Cape Coral, FL",ABC,444000,489000,46,489000,538000,5600,14,940274
107,16,PEA066,"Lansing, MI",ABC,436000,480000,27,480000,528000,5500,14,922885
107,16,PEA067,"Sarasota, FL",ABC,421000,464000,53,464000,511000,5400,14,897121
107,16,PEA068,"Grand Rapids, MI",ABC,405000,446000,16,446000,491000,5200,14,866423
107,16,PEA069,"Springfield, MA",ABC,404000,445000,29,445000,490000,5200,14,861286
107,16,PEA070,"Eugene, OR",ABC,404000,445000,45,445000,490000,5200,14,859318
107,16,PEA071,"Knoxville, TN",ABC,390000,429000,21,429000,472000,5000,14,837142
107,16,PEA072,"Tallahassee, FL",ABC,379000,417000,23,417000,459000,4800,14,801642
107,16,PEA073,"El Paso, TX",ABC,379000,417000,42,417000,459000,4800,14,800647
107,16,PEA074,"Chattanooga, TN",ABC,117000,129000,16,129000,142000,4800,14,797154
107,16,PEA075,"Albuquerque, NM",ABC,372000,410000,47,410000,451000,4800,14,794125
107,16,PEA076,"Reno, NV",ABC,368000,405000,32,405000,446000,4700,14,786501
107,16,PEA077,"Portland, ME",ABC,368000,405000,21,405000,446000,4700,14,784594
107,16,PEA078,"Greensboro, NC",ABC,368000,405000,32,405000,446000,4700,14,781289
107,16,PEA079,"Hattiesburg, MS",ABC,368000,405000,28,405000,446000,4700,14,780833
107,16,PEA080,"Omaha, NE",ABC,168000,185000,33,185000,204000,4600,14,769108
107,16,PEA081,"Saginaw, MI",ABC,366000,403000,16,403000,444000,4600,14,767362
107,16,PEA082,"Baton Rouge, LA",ABC,363000,400000,16,400000,440000,4500,14,756008
107,16,PEA083,"Fort Wayne, IN",ABC,132000,146000,30,146000,161000,4500,14,748680
107,16,PEA084,"Mobile, AL",ABC,344000,379000,17,379000,417000,4300,14,724956
107,16,PEA085,"Charleston, SC",ABC,333000,367000,32,367000,404000,4200,14,703499
107,16,PEA086,"Frankfort, KY",ABC,330000,363000,37,363000,400000,4100,14,685317
107,16,PEA087,"Pensacola, FL",ABC,330000,363000,25,363000,400000,4100,14,684856
107,16,PEA088,"Frederick, MD",ABC,238000,262000,18,262000,289000,4100,14,678674
107,16,PEA089,"Columbia, SC",ABC,307000,338000,16,338000,372000,3900,14,646895
107,16,PEA090,"Jackson, MS",ABC,307000,338000,28,338000,372000,3900,14,646279
107,16,PEA091,"Colorado Springs, CO",ABC,303000,334000,35,334000,368000,3900,14,645613
107,16,PEA092,"Decatur, IL",ABC,303000,334000,35,334000,368000,3900,14,644865
107,16,PEA093,"Lafayette, LA",ABC,303000,334000,19,334000,368000,3800,14,638768
107,16,PEA094,"Waco, TX",ABC,303000,334000,48,334000,368000,3800,14,638395
107,16,PEA095,"Bluefield, WV",ABC,302000,333000,19,333000,367000,3800,14,631120
107,16,PEA096,"Richmond, KY",ABC,300000,330000,29,330000,363000,3700,14,620049
107,16,PEA097,"Mankato, MN",ABC,300000,330000,33,330000,363000,3700,14,617663
107,16,PEA098,"Johnson City, TN",ABC,146000,161000,16,161000,178000,3700,14,609299
107,16,PEA099,"Tupelo, MS",ABC,284000,313000,28,313000,345000,3600,14,599462
107,16,PEA100,"Greenville, NC",ABC,84000,93000,18,93000,103000,3400,14,571905
107,16,PEA101,"Wichita, KS",ABC,142000,157000,31,157000,173000,1700,14,564245
107,16,PEA102,"Grand Junction, CO",ABC,52000,58000,29,58000,64000,1700,14,562340
107,16,PEA103,"Winchester, VA",ABC,140000,154000,18,154000,170000,1700,14,556408
107,16,PEA104,"Fort Collins, CO",ABC,140000,154000,39,154000,170000,1700,14,552455
107,16,PEA105,"Augusta, GA",ABC,140000,154000,16,154000,170000,1700,14,552150
107,16,PEA106,"Zanesville, OH",ABC,41000,46000,15,46000,51000,1600,14,548017
107,16,PEA107,"Bangor, ME",ABC,33000,37000,13,33000,37000,1600,14,543767
107,16,PEA108,"Des Moines, IA",ABC,140000,154000,43,154000,170000,1600,14,543000
107,16,PEA109,"Rocky Mount, NC",ABC,132000,146000,20,146000,161000,1600,14,536809
107,16,PEA110,"Jackson, TN",ABC,132000,146000,15,146000,161000,1600,14,533539
107,16,PEA111,"Fayetteville, AR",ABC,132000,146000,37,146000,161000,1600,14,527374
107,16,PEA112,"Bowling Green, KY",ABC,132000,146000,18,146000,161000,1600,14,526621
107,16,PEA113,"Erie, PA",ABC,39000,43000,16,43000,48000,1500,14,513834
107,16,PEA114,"Morgantown, WV",ABC,130000,143000,18,143000,158000,1500,14,512830
107,16,PEA115,"Asheville, NC",ABC,130000,143000,29,143000,158000,1500,14,512200
107,16,PEA116,"Rockford, IL",ABC,88000,97000,24,97000,107000,1500,14,509762
107,16,PEA117,"La Grange, GA",ABC,37000,41000,16,41000,46000,1500,14,501771
107,16,PEA118,"Richmond, IN",ABC,46000,51000,29,51000,57000,1500,14,496850
107,16,PEA119,"Yakima, WA",ABC,127000,140000,36,140000,154000,1500,14,496571
107,16,PEA120,"Shreveport, LA",ABC,127000,140000,17,140000,154000,1500,14,492213
107,16,PEA121,"Altoona, PA",ABC,29000,32000,13,29000,32000,1500,14,490867
107,16,PEA122,"Madison, WI",ABC,120000,132000,38,132000,146000,1500,14,488073
107,16,PEA123,"Mansfield, OH",ABC,36000,40000,15,40000,44000,1500,14,486730
107,16,PEA124,"Olympia, WA",ABC,120000,132000,17,132000,146000,1400,14,482135
107,16,PEA125,"Alton, IL",ABC,120000,132000,33,132000,146000,1400,14,476174
107,16,PEA126,"Casa Grande, AZ",ABC,120000,132000,40,132000,146000,1400,14,475024
107,16,PEA127,"Evansville, IN",ABC,118000,130000,33,130000,143000,1400,14,474251
107,16,PEA128,"Macon, GA",ABC,35000,39000,16,39000,43000,1400,14,472241
107,16,PEA129,"Springfield, IL",ABC,43000,48000,29,48000,53000,1400,14,471823
107,16,PEA130,"Spokane, WA",ABC,118000,130000,33,130000,143000,1400,14,471221
107,16,PEA131,"Sanford, NC",ABC,118000,130000,17,130000,143000,1400,14,468358
107,16,PEA132,"Corpus Christi, TX",ABC,118000,130000,31,130000,143000,1400,14,467429
107,16,PEA133,"Nacogdoches, TX",ABC,118000,130000,15,130000,143000,1400,14,464704
107,16,PEA134,"Newark, OH",ABC,35000,39000,15,39000,43000,1400,14,463800
107,16,PEA135,"Beaumont, TX",ABC,35000,39000,15,39000,43000,1400,14,460666
107,16,PEA136,"Williamsport, PA",ABC,33000,37000,15,37000,41000,1400,14,454792
107,16,PEA137,"Eau Claire, WI",ABC,115000,127000,15,127000,140000,1400,14,452434
107,16,PEA138,"Burlington, VT",ABC,115000,127000,15,127000,140000,1400,14,452191
107,16,PEA139,"Hot Springs, AR",ABC,115000,127000,17,127000,140000,1300,14,443880
107,16,PEA140,"Fredericksburg, VA",ABC,109000,120000,19,120000,132000,1300,14,438705
107,16,PEA141,"Brainerd, MN",ABC,26000,29000,13,26000,29000,1300,14,435203
107,16,PEA142,"Merced, CA",ABC,109000,120000,33,120000,132000,1300,14,430256
107,16,PEA143,"Keene, NH",ABC,109000,120000,16,120000,132000,1300,14,427275
107,16,PEA144,"Paris, TX",ABC,107000,118000,22,118000,130000,1300,14,423195
107,16,PEA145,"Columbia, TN",ABC,25000,28000,14,25000,28000,1300,14,422947
107,16,PEA146,"Wilmington, NC",ABC,107000,118000,17,118000,130000,1300,14,420413
107,16,PEA147,"Salisbury, MD",ABC,31000,35000,15,35000,39000,1300,14,419355
107,16,PEA148,"Bellingham, WA",ABC,107000,118000,17,118000,130000,1200,14,412316
107,16,PEA149,"Biloxi, MS",ABC,107000,118000,22,118000,130000,1200,14,411066
107,16,PEA150,"Rolla, MO",ABC,104000,115000,15,115000,127000,1200,14,405037
107,16,PEA151,"Winston-Salem, NC",ABC,104000,115000,27,115000,127000,1200,14,398071
107,16,PEA152,"Tyler, TX",ABC,104000,115000,17,115000,127000,1200,14,397075
107,16,PEA153,"Fond du Lac, WI",ABC,104000,115000,29,115000,127000,1200,14,395357
107,16,PEA154,"Myrtle Beach, SC",ABC,104000,115000,22,115000,127000,1200,14,394573
107,16,PEA155,"Appleton, WI",ABC,104000,115000,42,115000,127000,1200,14,392660
107,16,PEA156,"Boise City, ID",ABC,104000,115000,31,115000,127000,1200,14,392365
107,16,PEA157,"Yuma, AZ",ABC,99000,109000,33,109000,120000,1200,14,390768
107,16,PEA158,"Helena, MT",ABC,99000,109000,31,109000,120000,1100,14,378009
107,16,PEA159,"Valdosta, GA",ABC,22000,25000,13,22000,25000,1100,14,373343
107,16,PEA160,"Victoria, TX",ABC,97000,107000,30,107000,118000,1100,14,371551
107,16,PEA161,"Carbondale, IL",ABC,22000,25000,13,22000,25000,1100,14,368043
107,16,PEA162,"Elizabethtown, KY",ABC,97000,107000,19,107000,118000,1100,14,364517
107,16,PEA163,"Davenport, IA",ABC,97000,107000,29,107000,118000,1100,14,363256
107,16,PEA164,"Montgomery, AL",ABC,28000,31000,15,31000,35000,1100,14,363237
107,16,PEA165,"Rome, GA",ABC,28000,31000,16,31000,35000,1100,14,362053
107,16,PEA166,"Redding, CA",ABC,97000,107000,31,107000,118000,1100,14,361652
107,16,PEA167,"Harrisonburg, VA",ABC,97000,107000,15,107000,118000,1100,14,360886
107,16,PEA168,"Peoria, IL",ABC,28000,31000,20,31000,35000,1100,14,360552
107,16,PEA169,"Goldsboro, NC",ABC,28000,31000,15,31000,35000,1100,14,358900
107,16,PEA170,"Dothan, AL",ABC,22000,25000,13,22000,25000,1100,14,358396
107,16,PEA171,"Fort Smith, AR",ABC,94000,104000,21,104000,115000,1100,14,356101
107,16,PEA172,"Duluth, MN",ABC,21000,24000,13,21000,24000,1100,14,354182
107,16,PEA173,"Blacksburg, VA",ABC,94000,104000,23,104000,115000,1100,14,352838
107,16,PEA174,"Springfield, MO",ABC,33000,37000,27,37000,41000,1100,14,352596
107,16,PEA175,"Southaven, MS",ABC,94000,104000,30,104000,115000,1000,14,349748
107,16,PEA176,"Ames, IA",ABC,94000,104000,31,104000,115000,1000,14,348248
107,16,PEA177,"Savannah, GA",ABC,94000,104000,17,104000,115000,1000,14,347611
107,16,PEA178,"Sedalia, MO",ABC,21000,24000,14,21000,24000,1000,14,346580
107,16,PEA179,"Burlington, IA",ABC,94000,104000,29,104000,115000,1000,14,346354
107,16,PEA180,"Flagstaff, AZ",ABC,94000,104000,38,104000,115000,1000,14,345454
107,16,PEA181,"Texarkana, TX",ABC,94000,104000,17,104000,115000,1000,14,343206
107,16,PEA182,"Cedar Rapids, IA",ABC,33000,37000,28,37000,41000,1000,14,342108
107,16,PEA183,"Columbia, MO",ABC,88000,97000,21,97000,107000,1000,14,340194
107,16,PEA184,"Ruston, LA",ABC,25000,28000,15,28000,31000,1000,14,338416
107,16,PEA185,"Marquette, MI",ABC,88000,97000,29,97000,107000,1000,14,335871
107,16,PEA186,"Rock Hill, SC",ABC,88000,97000,17,97000,107000,1000,14,335865
107,16,PEA187,"Pocatello, ID",ABC,31000,35000,27,35000,39000,990,14,328567
107,16,PEA188,"Jamestown, NY",ABC,20000,22000,15,22000,25000,980,14,325075
107,16,PEA189,"Alexandria, LA",ABC,24000,27000,16,27000,30000,970,14,324637
107,16,PEA190,"Bozeman, MT",ABC,85000,94000,37,94000,104000,970,14,324077
107,16,PEA191,"Petersburg, VA",ABC,24000,27000,15,27000,30000,960,14,321175
107,16,PEA192,"Fayetteville, NC",ABC,24000,27000,16,27000,30000,960,14,319431
107,16,PEA193,"Saint Joseph, MO",ABC,85000,94000,31,94000,104000,960,14,318414
107,16,PEA194,"State College, PA",ABC,85000,94000,19,94000,104000,950,14,317863
107,16,PEA195,"Lewiston, ID",ABC,85000,94000,31,94000,104000,950,14,317751
107,16,PEA196,"Cape Girardeau, MO",ABC,19000,21000,13,19000,21000,950,14,315713
107,16,PEA197,"Wheeling, WV",ABC,24000,27000,15,27000,30000,940,14,312837
107,16,PEA198,"Jonesboro, AR",ABC,30000,33000,28,33000,37000,930,14,311312
107,16,PEA199,"Dalton, GA",ABC,85000,94000,15,94000,104000,930,14,310645
107,16,PEA200,"Danville, VA",ABC,85000,94000,23,94000,104000,930,14,310385
107,16,PEA201,"Eagle Pass, TX",ABC,80000,88000,31,88000,97000,910,14,304111
107,16,PEA202,"Columbus, GA",ABC,22000,25000,15,25000,28000,910,14,303722
107,16,PEA203,"Traverse City, MI",ABC,80000,88000,18,88000,97000,910,14,303041
107,16,PEA204,"Owensboro, KY",ABC,28000,31000,28,31000,35000,900,14,301206
107,16,PEA205,"Douglas City, CA",ABC,80000,88000,23,88000,97000,900,14,300915
107,16,PEA206,"Wenatchee, WA",ABC,80000,88000,31,88000,97000,900,14,300767
107,16,PEA207,"Brunswick, GA",ABC,18000,20000,14,18000,20000,900,14,298749
107,16,PEA208,"Salisbury, NC",ABC,80000,88000,28,88000,97000,890,14,297865
107,16,PEA209,"Green Bay, WI",ABC,80000,88000,44,88000,97000,890,14,296366
107,16,PEA210,"Binghamton, NY",ABC,22000,25000,15,25000,28000,890,14,295081
107,16,PEA211,"Ardmore, OK",ABC,80000,88000,25,88000,97000,880,14,291829
107,16,PEA213,"Bend, OR",ABC,77000,85000,38,85000,94000,870,14,289034
107,16,PEA214,"Lincoln, NE",ABC,77000,85000,31,85000,94000,860,14,285407
107,16,PEA215,"Hickory, NC",ABC,77000,85000,24,85000,94000,850,14,282468
107,16,PEA216,"Joplin, MO",ABC,21000,24000,21,24000,27000,840,14,280505
107,16,PEA217,"Lubbock, TX",ABC,77000,85000,33,85000,94000,840,14,278831
107,16,PEA218,"Wausau, WI",ABC,77000,85000,28,85000,94000,840,14,278831
107,16,PEA219,"Mason City, IA",ABC,27000,30000,27,30000,33000,830,14,277029
107,16,PEA220,"Odessa, TX",ABC,72000,80000,34,80000,88000,820,14,274002
107,16,PEA221,"Laredo, TX",ABC,25000,28000,27,28000,31000,810,14,269622
107,16,PEA222,"Morristown, TN",ABC,20000,22000,15,22000,25000,810,14,268978
107,16,PEA223,"Dubuque, IA",ABC,72000,80000,30,80000,88000,790,14,264752
107,16,PEA224,"De Kalb, IL",ABC,70000,77000,29,77000,85000,770,14,257786
107,16,PEA225,"La Crosse, WI",ABC,19000,21000,16,21000,24000,770,14,257376
107,16,PEA226,"Lima, OH",ABC,24000,27000,27,27000,30000,770,14,256337
107,16,PEA227,"Watertown, NY",ABC,15000,17000,13,15000,17000,770,14,255260
107,16,PEA228,"Roanoke, VA",ABC,19000,21000,15,21000,24000,760,14,252548
107,16,PEA229,"Saint George, UT",ABC,70000,77000,36,77000,85000,760,14,252481
