auction_id,round,bidder,frn,bidding_credit_pct,bidding_credit_type,eligibility,activity_upper_limit,required_activity,activity,req_commitment,req_commitment_discount_capped,req_net_commitment,req_commitment_discount_uncapped,req_commitment_discount_uncapped_small,processed_activity,commitment,commitment_discount_capped,net_commitment,commitment_discount_uncapped,commitment_discount_uncapped_small,next_round_eligibility,next_round_activity_upper_limit,next_round_required_activity
107,97,"Northern Valley Communications, LLC",0004364022,15,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
107,97,"Nsight Spectrum, LLC",0020519138,0,,2300,2760,2300,2300,5967000,,,,,2300,5424073,,,,,2300,,
107,97,"PVT Networks, Inc.",0001612555,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,
107,97,"Pine Cellular Phones, Inc.",0012882643,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,
107,97,"Pioneer Telephone Cooperative, Inc.",0001700863,15,Rural,1720,2064,1720,1720,26020000,3903000,22117000,3903000,,1720,23652000,3547800,20104200,3547800,,1720,,
107,97,"Poka Lambro Telecommunications, Ltd.",0004384525,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
107,97,"Radius Broadband Holdings, LLC",0029376829,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
107,97,"Resound Networks, LLC",0024535437,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,
107,97,"SAL Spectrum, LLC",0017163254,0,,0,0,0,0,0,,,,,0,0,,,,,0,,
107,97,"Skylake Wireless, LLC",0030004162,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
107,97,"Smith Bagley, Inc.",0002154706,15,Rural,1730,2076,1730,1220,5218000,782700,4435300,782700,,1730,6634910,995237,5639673,995237,,1730,,
107,97,Starwood Holdings LLC,0029546504,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
107,97,T-Mobile License LLC,0001565449,0,,11517100,13820520,11517100,11517100,10244081000,,,,,11517100,9312741566,,,,,11517100,,
107,97,"Tarkus Enterprises, LLC dba Zumacom",0025700758,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
107,97,"Uintah Basin Electronic Telecommunications, LLC",0001601079,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,
107,97,Union Telephone Company,0001630201,15,Rural,760,912,760,760,3436000,515400,2920600,515400,,760,3123600,468540,2655060,468540,,760,,
107,97,United States Cellular Corporation,0004372322,0,,445720,534864,445720,445720,1408100000,,,,,445720,1279971321,,,,,445720,,
107,97,Universal Electrical Contractors,0027844992,0,,0,0,0,0,0,,,,,0,0,,,,,0,,
107,97,W.A.T.C.H. TV Company,0002930980,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,
107,97,"Whitewater Wireless, L.P.",0030000269,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
107,97,"Widespread Wireless, LLC",0029994001,25,Small Business,36800,44160,36800,36800,71076000,17769000,53307000,17769000,3243000,36800,64606668,16151667,48455001,16151667,2947384,36800,,
107,97,"Wisper ISP, LLC",0016278970,0,,0,0,0,0,0,,,,,0,0,,,,,0,,
107,97,"Wu, Wanning",0029537594,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
107,97,"ZIRKEL Wireless, LLC",0012579652,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
107,96,8538 Green Street LLC,0028676666,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,96,"AMA Communications, LLC",0013822721,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,96,AT&T Spectrum Frontiers LLC,0027840180,0,,25006380,30007656,25006380,25000130,25673032000,,,,,25006380,23373079996,,,,,25006380,30007656,25006380
107,96,"Agri-Valley Communications, Inc.",0003778362,15,Rural,1540,1848,1540,1540,5408000,811200,4596800,811200,,1540,4915460,737319,4178141,737319,,1540,1848,1540
107,96,Bluegrass Consortium,0025234709,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,96,"C&C Wireless Holding Company, LLC",0029965068,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,96,C494C17Y Co.,0030007462,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,96,"Cal.net, Inc.",0020855656,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,96,"California Internet, L.P. dba GeoLinks",0023707953,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,96,"Canopy Spectrum, LLC",0029963048,25,Small Business,141160,169392,141160,860,830000,207500,622500,207500,207500,139860,197021760,25000000,172021760,49255440,23320309,139860,167832,139860
107,96,"Carolina West Wireless, Inc.",0001940022,15,Rural,4770,5724,4770,2600,12252000,1837800,10414200,1837800,,4770,18565480,2784822,15780658,2784822,,4770,5724,4770
107,96,Cellco Partnership,0003290673,0,,48831680,58598016,48831680,44437700,45902064000,,,,,48831680,45265308683,,,,,48831680,58598016,48831680
107,96,"Cellular South Licenses, LLC",0020434767,0,,20280,24336,20280,20280,54840000,,,,,20280,49850284,,,,,20280,24336,20280
107,96,"Central Texas Telephone Investments, LP",0001649508,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,96,"Cox Communications , Inc.",0001834696,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,96,"Cross Telephone Company, L.L.C.",0001700616,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,96,"East Kentucky Network, LLC",0001786607,15,Rural,3700,4440,3700,0,0,0,0,0,,3700,8675753,1301363,7374390,1301363,,3700,4440,3700
107,96,Etheric Networks Incorporated,0013358395,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,96,"FTC Management Group, Inc.",0004600268,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,96,"Grand River Communications, Inc.",0003737392,15,Rural,220,264,220,220,1750000,262500,1487500,262500,,220,1590200,238530,1351670,238530,,220,264,220
107,96,Granite Wireless LLC,0030007280,0,,60,72,60,0,0,,,,,60,170510,,,,,60,72,60
107,96,"Hilliary Acquisition Corp 2016, LLC",0025853409,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,96,"Horry Telephone Cooperative, Inc.",0001886944,15,Rural,2550,3060,2550,2550,8404000,1260600,7143400,1260600,,2550,7638336,1145750,6492586,1145750,,2550,3060,2550
107,96,"InfoWest, Inc",0016096398,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,96,"LICT Wireless Broadband Company, LLC",0025243858,0,,1280,1536,1280,1220,3884000,,,,,1280,4267485,,,,,1280,1536,1280
107,96,"Leap Communications, LLC",0025644741,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,96,Little Bear Wireless L.L.C.,0029996568,0,,640,768,640,640,2762000,,,,,640,2510020,,,,,640,768,640
107,96,MB License Co LLC,0029998416,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,96,Mark Twain Communications Company,0002531879,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,96,Mountain West Technologies Corporation,0015643182,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,96,"NE Colorado Cellular, Inc.",0001607225,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,96,"NewLevel II, L.P.",0029984747,0,,1652500,1983000,1652500,1652500,1404547000,,,,,1652500,1276857139,,,,,1652500,1983000,1652500
107,96,"Nex-Tech Wireless, L.L.C.",0012144150,15,Rural,2290,2748,2290,1740,10310000,1546500,8763500,1546500,,2290,12157510,1823627,10333883,1823627,,2290,2748,2290
107,96,"Northern Valley Communications, LLC",0004364022,15,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,96,"Nsight Spectrum, LLC",0020519138,0,,2300,2760,2300,2300,5967000,,,,,2300,5424073,,,,,2300,2760,2300
107,96,"PVT Networks, Inc.",0001612555,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,96,"Pine Cellular Phones, Inc.",0012882643,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,96,"Pioneer Telephone Cooperative, Inc.",0001700863,15,Rural,1720,2064,1720,1720,26020000,3903000,22117000,3903000,,1720,23652000,3547800,20104200,3547800,,1720,2064,1720
107,96,"Poka Lambro Telecommunications, Ltd.",0004384525,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,96,"Radius Broadband Holdings, LLC",0029376829,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,96,"Resound Networks, LLC",0024535437,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,96,"SAL Spectrum, LLC",0017163254,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,96,"Skylake Wireless, LLC",0030004162,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,96,"Smith Bagley, Inc.",0002154706,15,Rural,1730,2076,1730,1220,5218000,782700,4435300,782700,,1730,6634910,995237,5639673,995237,,1730,2076,1730
107,96,Starwood Holdings LLC,0029546504,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,96,T-Mobile License LLC,0001565449,0,,11517100,13820520,11517100,11517100,10244081000,,,,,11517100,9312741566,,,,,11517100,13820520,11517100
107,96,"Tarkus Enterprises, LLC dba Zumacom",0025700758,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,96,"Uintah Basin Electronic Telecommunications, LLC",0001601079,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,96,Union Telephone Company,0001630201,15,Rural,760,912,760,760,3436000,515400,2920600,515400,,760,3123600,468540,2655060,468540,,760,912,760
107,96,United States Cellular Corporation,0004372322,0,,445720,534864,445720,445720,1408100000,,,,,445720,1279971321,,,,,445720,534864,445720
107,96,Universal Electrical Contractors,0027844992,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,96,W.A.T.C.H. TV Company,0002930980,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,96,"Whitewater Wireless, L.P.",0030000269,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,96,"Widespread Wireless, LLC",0029994001,25,Small Business,36800,44160,36800,36800,71076000,17769000,53307000,17769000,3243000,36800,64606668,16151667,48455001,16151667,2947384,36800,44160,36800
107,96,"Wisper ISP, LLC",0016278970,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,96,"Wu, Wanning",0029537594,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,96,"ZIRKEL Wireless, LLC",0012579652,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,95,8538 Green Street LLC,0028676666,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,95,"AMA Communications, LLC",0013822721,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,95,AT&T Spectrum Frontiers LLC,0027840180,0,,25006380,30007656,25006380,25000130,25672932000,,,,,25006380,23372927996,,,,,25006380,30007656,25006380
107,95,"Agri-Valley Communications, Inc.",0003778362,15,Rural,1540,1848,1540,1540,5408000,811200,4596800,811200,,1540,4915460,737319,4178141,737319,,1540,1848,1540
107,95,Bluegrass Consortium,0025234709,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,95,"C&C Wireless Holding Company, LLC",0029965068,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,95,C494C17Y Co.,0030007462,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,95,"Cal.net, Inc.",0020855656,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,95,"California Internet, L.P. dba GeoLinks",0023707953,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,95,"Canopy Spectrum, LLC",0029963048,25,Small Business,141160,169392,141160,2160,2250000,562500,1687500,562500,562500,141160,198441760,25000000,173441760,49610440,23675309,141160,169392,141160
107,95,"Carolina West Wireless, Inc.",0001940022,15,Rural,4770,5724,4770,2600,12252000,1837800,10414200,1837800,,4770,18565480,2784822,15780658,2784822,,4770,5724,4770
107,95,Cellco Partnership,0003290673,0,,48831680,58598016,48831680,44437700,45901714000,,,,,48831680,45264828683,,,,,48831680,58598016,48831680
107,95,"Cellular South Licenses, LLC",0020434767,0,,20280,24336,20280,20280,54840000,,,,,20280,49850284,,,,,20280,24336,20280
107,95,"Central Texas Telephone Investments, LP",0001649508,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,95,"Cox Communications , Inc.",0001834696,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,95,"Cross Telephone Company, L.L.C.",0001700616,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,95,"East Kentucky Network, LLC",0001786607,15,Rural,3700,4440,3700,0,0,0,0,0,,3700,8675753,1301363,7374390,1301363,,3700,4440,3700
107,95,Etheric Networks Incorporated,0013358395,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,95,"FTC Management Group, Inc.",0004600268,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,95,"Grand River Communications, Inc.",0003737392,15,Rural,220,264,220,220,1750000,262500,1487500,262500,,220,1590200,238530,1351670,238530,,220,264,220
107,95,Granite Wireless LLC,0030007280,0,,60,72,60,0,0,,,,,60,170510,,,,,60,72,60
107,95,"Hilliary Acquisition Corp 2016, LLC",0025853409,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,95,"Horry Telephone Cooperative, Inc.",0001886944,15,Rural,2550,3060,2550,2550,8404000,1260600,7143400,1260600,,2550,7638336,1145750,6492586,1145750,,2550,3060,2550
107,95,"InfoWest, Inc",0016096398,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,95,"LICT Wireless Broadband Company, LLC",0025243858,0,,1280,1536,1280,1220,3884000,,,,,1280,4267485,,,,,1280,1536,1280
107,95,"Leap Communications, LLC",0025644741,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,95,Little Bear Wireless L.L.C.,0029996568,0,,640,768,640,640,2762000,,,,,640,2510020,,,,,640,768,640
107,95,MB License Co LLC,0029998416,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,95,Mark Twain Communications Company,0002531879,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,95,Mountain West Technologies Corporation,0015643182,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,95,"NE Colorado Cellular, Inc.",0001607225,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,95,"NewLevel II, L.P.",0029984747,0,,1652500,1983000,1652500,1652500,1404547000,,,,,1652500,1276857139,,,,,1652500,1983000,1652500
107,95,"Nex-Tech Wireless, L.L.C.",0012144150,15,Rural,2290,2748,2290,1740,10310000,1546500,8763500,1546500,,2290,12157510,1823627,10333883,1823627,,2290,2748,2290
107,95,"Northern Valley Communications, LLC",0004364022,15,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,95,"Nsight Spectrum, LLC",0020519138,0,,2300,2760,2300,2300,5967000,,,,,2300,5424073,,,,,2300,2760,2300
107,95,"PVT Networks, Inc.",0001612555,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,95,"Pine Cellular Phones, Inc.",0012882643,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,95,"Pioneer Telephone Cooperative, Inc.",0001700863,15,Rural,1720,2064,1720,1720,26020000,3903000,22117000,3903000,,1720,23652000,3547800,20104200,3547800,,1720,2064,1720
107,95,"Poka Lambro Telecommunications, Ltd.",0004384525,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,95,"Radius Broadband Holdings, LLC",0029376829,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,95,"Resound Networks, LLC",0024535437,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,95,"SAL Spectrum, LLC",0017163254,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,95,"Skylake Wireless, LLC",0030004162,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,95,"Smith Bagley, Inc.",0002154706,15,Rural,1730,2076,1730,1220,5218000,782700,4435300,782700,,1730,6634910,995237,5639673,995237,,1730,2076,1730
107,95,Starwood Holdings LLC,0029546504,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,95,T-Mobile License LLC,0001565449,0,,11517100,13820520,11517100,11517100,10244081000,,,,,11517100,9312741566,,,,,11517100,13820520,11517100
107,95,"Tarkus Enterprises, LLC dba Zumacom",0025700758,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,95,"Uintah Basin Electronic Telecommunications, LLC",0001601079,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,95,Union Telephone Company,0001630201,15,Rural,760,912,760,760,3436000,515400,2920600,515400,,760,3123600,468540,2655060,468540,,760,912,760
107,95,United States Cellular Corporation,0004372322,0,,445720,534864,445720,445720,1408100000,,,,,445720,1279971321,,,,,445720,534864,445720
107,95,Universal Electrical Contractors,0027844992,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,95,W.A.T.C.H. TV Company,0002930980,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,95,"Whitewater Wireless, L.P.",0030000269,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,95,"Widespread Wireless, LLC",0029994001,25,Small Business,36800,44160,36800,36800,71076000,17769000,53307000,17769000,3243000,36800,64606668,16151667,48455001,16151667,2947384,36800,44160,36800
107,95,"Wisper ISP, LLC",0016278970,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,95,"Wu, Wanning",0029537594,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,95,"ZIRKEL Wireless, LLC",0012579652,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,94,8538 Green Street LLC,0028676666,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,94,"AMA Communications, LLC",0013822721,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,94,AT&T Spectrum Frontiers LLC,0027840180,0,,25006380,30007656,25006380,24996330,25663332000,,,,,25006380,23372835996,,,,,25006380,30007656,25006380
107,94,"Agri-Valley Communications, Inc.",0003778362,15,Rural,1540,1848,1540,1540,5408000,811200,4596800,811200,,1540,4915460,737319,4178141,737319,,1540,1848,1540
107,94,Bluegrass Consortium,0025234709,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,94,"C&C Wireless Holding Company, LLC",0029965068,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,94,C494C17Y Co.,0030007462,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,94,"Cal.net, Inc.",0020855656,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,94,"California Internet, L.P. dba GeoLinks",0023707953,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,94,"Canopy Spectrum, LLC",0029963048,25,Small Business,141640,169968,141640,2780,2593000,648250,1944750,648250,648250,141160,198234760,25000000,173234760,49558690,23623559,141160,169392,141160
107,94,"Carolina West Wireless, Inc.",0001940022,15,Rural,4770,5724,4770,2600,12252000,1837800,10414200,1837800,,4770,18565480,2784822,15780658,2784822,,4770,5724,4770
107,94,Cellco Partnership,0003290673,0,,48832300,58598760,48832300,44437700,45901352000,,,,,48831680,45264506683,,,,,48831680,58598016,48831680
107,94,"Cellular South Licenses, LLC",0020434767,0,,20280,24336,20280,20280,54840000,,,,,20280,49850284,,,,,20280,24336,20280
107,94,"Central Texas Telephone Investments, LP",0001649508,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,94,"Cox Communications , Inc.",0001834696,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,94,"Cross Telephone Company, L.L.C.",0001700616,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,94,"East Kentucky Network, LLC",0001786607,15,Rural,3700,4440,3700,0,0,0,0,0,,3700,8675753,1301363,7374390,1301363,,3700,4440,3700
107,94,Etheric Networks Incorporated,0013358395,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,94,"FTC Management Group, Inc.",0004600268,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,94,"Grand River Communications, Inc.",0003737392,15,Rural,220,264,220,220,1750000,262500,1487500,262500,,220,1590200,238530,1351670,238530,,220,264,220
107,94,Granite Wireless LLC,0030007280,0,,60,72,60,0,0,,,,,60,170510,,,,,60,72,60
107,94,"Hilliary Acquisition Corp 2016, LLC",0025853409,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,94,"Horry Telephone Cooperative, Inc.",0001886944,15,Rural,2550,3060,2550,2550,8404000,1260600,7143400,1260600,,2550,7638336,1145750,6492586,1145750,,2550,3060,2550
107,94,"InfoWest, Inc",0016096398,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,94,"LICT Wireless Broadband Company, LLC",0025243858,0,,1280,1536,1280,1220,3884000,,,,,1280,4267485,,,,,1280,1536,1280
107,94,"Leap Communications, LLC",0025644741,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,94,Little Bear Wireless L.L.C.,0029996568,0,,640,768,640,640,2762000,,,,,640,2510020,,,,,640,768,640
107,94,MB License Co LLC,0029998416,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,94,Mark Twain Communications Company,0002531879,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,94,Mountain West Technologies Corporation,0015643182,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
