auction_id,round,bidder,frn,gross_payment,discount,net_payment,discount_uncapped,discount_uncapped_small
107,35,"NewLevel II, L.P.",0029984747,1277395688,,,,
107,35,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,35,"Nsight Spectrum, LLC",0020519138,5424123,,,,
107,35,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,35,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,35,T-Mobile License LLC,0001565449,9336109035,,,,
107,35,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,35,United States Cellular Corporation,0004372322,1282588125,,,,
107,35,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,34,AT&T Spectrum Frontiers LLC,0027840180,23406855269,,,,
107,34,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,34,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
107,34,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,34,Cellco Partnership,0003290673,45452541150,,,,
107,34,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,34,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,34,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,34,Granite Wireless LLC,0030007280,170510,,,,
107,34,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,34,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,34,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,34,"NewLevel II, L.P.",0029984747,1277395688,,,,
107,34,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,34,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,34,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,34,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,34,T-Mobile License LLC,0001565449,9336109035,,,,
107,34,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,34,United States Cellular Corporation,0004372322,1282584082,,,,
107,34,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,33,AT&T Spectrum Frontiers LLC,0027840180,23406855269,,,,
107,33,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,33,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
107,33,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,33,Cellco Partnership,0003290673,45452151018,,,,
107,33,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,33,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,33,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,33,Granite Wireless LLC,0030007280,170510,,,,
107,33,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,33,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,33,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,33,"NewLevel II, L.P.",0029984747,1277395688,,,,
107,33,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,33,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,33,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,33,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,33,T-Mobile License LLC,0001565449,9336109035,,,,
107,33,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,33,United States Cellular Corporation,0004372322,1282561004,,,,
107,33,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,32,AT&T Spectrum Frontiers LLC,0027840180,23406801389,,,,
107,32,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,32,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
107,32,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,32,Cellco Partnership,0003290673,45451485870,,,,
107,32,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,32,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,32,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,32,Granite Wireless LLC,0030007280,170510,,,,
107,32,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,32,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,32,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,32,"NewLevel II, L.P.",0029984747,1277395688,,,,
107,32,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,32,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,32,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,32,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,32,T-Mobile License LLC,0001565449,9336109035,,,,
107,32,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,32,United States Cellular Corporation,0004372322,1282534751,,,,
107,32,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,31,AT&T Spectrum Frontiers LLC,0027840180,23406763069,,,,
107,31,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,31,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
107,31,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,31,Cellco Partnership,0003290673,45450721026,,,,
107,31,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,31,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,31,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,31,Granite Wireless LLC,0030007280,170510,,,,
107,31,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,31,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,31,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,31,"NewLevel II, L.P.",0029984747,1277395688,,,,
107,31,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,31,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,31,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,31,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,31,T-Mobile License LLC,0001565449,9336058139,,,,
107,31,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,31,United States Cellular Corporation,0004372322,1282534751,,,,
107,31,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,30,AT&T Spectrum Frontiers LLC,0027840180,23406742416,,,,
107,30,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,30,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
107,30,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,30,Cellco Partnership,0003290673,45449692867,,,,
107,30,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,30,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,30,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,30,Granite Wireless LLC,0030007280,170510,,,,
107,30,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,30,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,30,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,30,"NewLevel II, L.P.",0029984747,1277395688,,,,
107,30,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,30,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,30,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,30,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,30,T-Mobile License LLC,0001565449,9336058139,,,,
107,30,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,30,United States Cellular Corporation,0004372322,1282402902,,,,
107,30,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,29,AT&T Spectrum Frontiers LLC,0027840180,23406742416,,,,
107,29,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,29,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
107,29,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,29,Cellco Partnership,0003290673,45447487544,,,,
107,29,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,29,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,29,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,29,Granite Wireless LLC,0030007280,170510,,,,
107,29,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,29,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,29,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,29,"NewLevel II, L.P.",0029984747,1277395688,,,,
107,29,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,29,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,29,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,29,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,29,T-Mobile License LLC,0001565449,9336058139,,,,
107,29,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,29,United States Cellular Corporation,0004372322,1281915215,,,,
107,29,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,28,AT&T Spectrum Frontiers LLC,0027840180,23406634656,,,,
107,28,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,28,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
107,28,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,28,Cellco Partnership,0003290673,45446208823,,,,
107,28,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,28,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,28,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,28,Granite Wireless LLC,0030007280,170510,,,,
107,28,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,28,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,28,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,28,"NewLevel II, L.P.",0029984747,1277395688,,,,
107,28,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,28,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,28,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,28,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,28,T-Mobile License LLC,0001565449,9336058139,,,,
107,28,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,28,United States Cellular Corporation,0004372322,1281571086,,,,
107,28,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,27,AT&T Spectrum Frontiers LLC,0027840180,23406556586,,,,
107,27,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,27,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
107,27,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,27,Cellco Partnership,0003290673,45443747499,,,,
107,27,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,27,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,27,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,27,Granite Wireless LLC,0030007280,170510,,,,
107,27,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,27,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,27,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,27,"NewLevel II, L.P.",0029984747,1277395688,,,,
107,27,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,27,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,27,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,27,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,27,T-Mobile License LLC,0001565449,9335978603,,,,
107,27,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,27,United States Cellular Corporation,0004372322,1281514026,,,,
107,27,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,26,AT&T Spectrum Frontiers LLC,0027840180,23406502706,,,,
107,26,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,26,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
107,26,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,26,Cellco Partnership,0003290673,45442009746,,,,
107,26,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,26,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,26,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,26,Granite Wireless LLC,0030007280,170510,,,,
107,26,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,26,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,26,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,26,"NewLevel II, L.P.",0029984747,1277395688,,,,
107,26,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,26,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,26,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,26,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,26,T-Mobile License LLC,0001565449,9335854953,,,,
107,26,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,26,United States Cellular Corporation,0004372322,1281360999,,,,
107,26,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,25,AT&T Spectrum Frontiers LLC,0027840180,23406305146,,,,
