auction_id,round,bidder,frn,region,market_number,market_name,assignment_category,assignment_category_name,winnings,clock_payment,option_assigned,assignment_round_bid,vickrey_price,core_adjustment,assignment_payment,gross_payment
107,39,AT&T Spectrum Frontiers LLC,0027840180,REAG 2,PEA304,"Mount Airy, NC",ABC,Assignment,4,14826800,B3.B4.B5.C1,303010,0,0,0,14826800
107,39,"Carolina West Wireless, Inc.",0001940022,REAG 2,PEA304,"Mount Airy, NC",ABC,Assignment,1,3706700,C2,0,0,0,0,3706700
107,39,Cellco Partnership,0003290673,REAG 2,PEA304,"Mount Airy, NC",ABC,Assignment,7,25946900,A1.A2.A3.A4.A5.B1.B2,100507520,40400,47134,87534,26034434
107,39,United States Cellular Corporation,0004372322,REAG 2,PEA304,"Mount Airy, NC",ABC,Assignment,2,7413400,C3.C4,4000010,0,13467,13467,7426867
107,39,AT&T Spectrum Frontiers LLC,0027840180,REAG 4,PEA392,"Maryville, MO",ABC,Assignment,4,3180400,B4.B5.C1.C2,101740,0,0,0,3180400
107,39,Cellco Partnership,0003290673,REAG 4,PEA392,"Maryville, MO",ABC,Assignment,8,6360800,A1.A2.A3.A4.A5.B1.B2.B3,50000000,20350,0,20350,6381150
107,39,"Grand River Communications, Inc.",0003737392,REAG 4,PEA392,"Maryville, MO",ABC,Assignment,2,1590200,C3.C4,0,0,0,0,1590200
107,39,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA285,"Gallup, NM",ABC,Assignment,4,7569360,B4.B5.C1.C2,262130,0,0,0,7569360
107,39,Cellco Partnership,0003290673,REAG 5,PEA285,"Gallup, NM",ABC,Assignment,8,15138720,A1.A2.A3.A4.A5.B1.B2.B3,77400450,49420,2400,51820,15190540
107,39,"Smith Bagley, Inc.",0002154706,REAG 5,PEA285,"Gallup, NM",ABC,Assignment,2,3784680,C3.C4,3000,0,600,600,3785280
107,38,AT&T Spectrum Frontiers LLC,0027840180,REAG 2,PEA186,"Rock Hill, SC",ABC,Assignment,4,11370940,B4.B5.C1.C2,379630,2340,0,2340,11373280
107,38,Cellco Partnership,0003290673,REAG 2,PEA186,"Rock Hill, SC",ABC,Assignment,8,22741880,A1.A2.A3.A4.A5.B1.B2.B3,50000000,75930,0,75930,22817810
107,38,"Widespread Wireless, LLC",0029994001,REAG 2,PEA186,"Rock Hill, SC",ABC,Assignment,2,5685470,C3.C4,0,0,0,0,5685470
107,38,AT&T Spectrum Frontiers LLC,0027840180,REAG 4,PEA244,"Manhattan, KS",ABC,Assignment,4,15328360,B4.B5.C1.C2,326660,0,0,0,15328360
107,38,Cellco Partnership,0003290673,REAG 4,PEA244,"Manhattan, KS",ABC,Assignment,8,30656720,A1.A2.A3.A4.A5.B1.B2.B3,113637880,0,52264,52264,30708984
107,38,"Nex-Tech Wireless, L.L.C.",0012144150,REAG 4,PEA244,"Manhattan, KS",ABC,Assignment,1,3832090,C3,100000,0,6533,6533,3838623
107,38,United States Cellular Corporation,0004372322,REAG 4,PEA244,"Manhattan, KS",ABC,Assignment,1,3832090,C4,5000010,0,6533,6533,3838623
107,38,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA257,"Cheyenne, WY",ABC,Assignment,4,10040080,B5.C1.C2.C3,115010,0,0,0,10040080
107,38,Cellco Partnership,0003290673,REAG 5,PEA257,"Cheyenne, WY",ABC,Assignment,9,22590180,A1.A2.A3.A4.A5.B1.B2.B3.B4,51926410,174290,0,174290,22764470
107,38,Little Bear Wireless L.L.C.,0029996568,REAG 5,PEA257,"Cheyenne, WY",ABC,Assignment,1,2510020,C4,0,0,0,0,2510020
107,37,AT&T Spectrum Frontiers LLC,0027840180,REAG 2,PEA154,"Myrtle Beach, SC",ABC,Assignment,4,14724040,B4.B5.C1.C2,385100,0,0,0,14724040
107,37,Cellco Partnership,0003290673,REAG 2,PEA154,"Myrtle Beach, SC",ABC,Assignment,8,29448080,A1.A2.A3.A4.A5.B1.B2.B3,72185000,77010,0,77010,29525090
107,37,"Horry Telephone Cooperative, Inc.",0001886944,REAG 2,PEA154,"Myrtle Beach, SC",ABC,Assignment,2,7362020,C3.C4,0,0,0,0,7362020
107,37,AT&T Spectrum Frontiers LLC,0027840180,REAG 4,PEA175,"Southaven, MS",ABC,Assignment,4,13410800,B4.B5.C1.C2,402840,0,0,0,13410800
107,37,Cellco Partnership,0003290673,REAG 4,PEA175,"Southaven, MS",ABC,Assignment,8,26821600,A1.A2.A3.A4.A5.B1.B2.B3,58785820,0,64448,64448,26886048
107,37,T-Mobile License LLC,0001565449,REAG 4,PEA175,"Southaven, MS",ABC,Assignment,2,6705400,C3.C4,100580,0,16112,16112,6721512
107,37,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA312;PEA328,"Farmington, NM;Winslow, AZ",ABC,Assignment,4,11400920,B5.C1.C2.C3,101100,0,0,0,11400920
107,37,Cellco Partnership,0003290673,REAG 5,PEA312;PEA328,"Farmington, NM;Winslow, AZ",ABC,Assignment,9,25652070,A1.A2.A3.A4.A5.B1.B2.B3.B4,69821260,145430,0,145430,25797500
107,37,"Smith Bagley, Inc.",0002154706,REAG 5,PEA312;PEA328,"Farmington, NM;Winslow, AZ",ABC,Assignment,1,2850230,C4,0,0,0,0,2850230
107,36,AT&T Spectrum Frontiers LLC,0027840180,REAG 2,PEA240;PEA291,"Charlottesville, VA;Rockingham, NC",ABC,Assignment,4,11451880,B5.C1.C2.C3,233920,0,0,0,11451880
107,36,Cellco Partnership,0003290673,REAG 2,PEA240;PEA291,"Charlottesville, VA;Rockingham, NC",ABC,Assignment,9,25766730,A1.A2.A3.A4.A5.B1.B2.B3.B4,55586950,0,300753,300753,26067483
107,36,United States Cellular Corporation,0004372322,REAG 2,PEA240;PEA291,"Charlottesville, VA;Rockingham, NC",ABC,Assignment,1,2862970,C4,750010,0,33417,33417,2896387
107,36,AT&T Spectrum Frontiers LLC,0027840180,REAG 3,PEA406,"Anamosa, IA",ABC,Assignment,3,2216370,B3.B4.B5,514200,0,0,0,2216370
107,36,Cellco Partnership,0003290673,REAG 3,PEA406,"Anamosa, IA",ABC,Assignment,7,5171530,A1.A2.A3.A4.A5.B1.B2,50000000,5110,0,5110,5176640
107,36,"LICT Wireless Broadband Company, LLC",0025243858,REAG 3,PEA406,"Anamosa, IA",ABC,Assignment,1,738790,C1,0,0,0,0,738790
107,36,United States Cellular Corporation,0004372322,REAG 3,PEA406,"Anamosa, IA",ABC,Assignment,3,2216370,C2.C3.C4,5000010,0,0,0,2216370
107,36,AT&T Spectrum Frontiers LLC,0027840180,REAG 4,PEA112,"Bowling Green, KY",ABC,Assignment,4,15449816,B4.B5.C1.C2,728920,3230,0,3230,15453046
107,36,Cellco Partnership,0003290673,REAG 4,PEA112,"Bowling Green, KY",ABC,Assignment,8,30899632,A1.A2.A3.A4.A5.B1.B2.B3,50000000,145790,0,145790,31045422
107,36,"Widespread Wireless, LLC",0029994001,REAG 4,PEA112,"Bowling Green, KY",ABC,Assignment,2,7724908,C3.C4,0,0,0,0,7724908
107,36,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA302;PEA305,"Enid, OK;Altus, OK",ABC,Assignment,4,47304000,B4.B5.C1.C2,820530,0,0,0,47304000
107,36,Cellco Partnership,0003290673,REAG 5,PEA302;PEA305,"Enid, OK;Altus, OK",ABC,Assignment,8,94608000,A1.A2.A3.A4.A5.B1.B2.B3,105847060,164100,0,164100,94772100
107,36,"Pioneer Telephone Cooperative, Inc.",0001700863,REAG 5,PEA302;PEA305,"Enid, OK;Altus, OK",ABC,Assignment,2,23652000,C3.C4,0,0,0,0,23652000
107,35,AT&T Spectrum Frontiers LLC,0027840180,REAG 2,PEA105,"Augusta, GA",ABC,Assignment,4,13344000,C1.C2.C3.C4,41010,0,0,0,13344000
107,35,Cellco Partnership,0003290673,REAG 2,PEA105,"Augusta, GA",ABC,Assignment,10,33360000,A1.A2.A3.A4.A5.B1.B2.B3.B4.B5,57219230,0,0,0,33360000
107,35,AT&T Spectrum Frontiers LLC,0027840180,REAG 3,PEA254,"Merrill, WI",ABC,Assignment,4,5672000,B4.B5.C1.C2,238300,0,0,0,5672000
107,35,Cellco Partnership,0003290673,REAG 3,PEA254,"Merrill, WI",ABC,Assignment,8,11344000,A1.A2.A3.A4.A5.B1.B2.B3,50000000,47410,200,47610,11391610
107,35,"Nsight Spectrum, LLC",0020519138,REAG 3,PEA254,"Merrill, WI",ABC,Assignment,2,2836000,C3.C4,250,0,50,50,2836050
107,35,AT&T Spectrum Frontiers LLC,0027840180,REAG 4,PEA096,"Richmond, KY",ABC,Assignment,4,34703012,B5.C1.C2.C3,399080,0,0,0,34703012
107,35,Cellco Partnership,0003290673,REAG 4,PEA096,"Richmond, KY",ABC,Assignment,9,78081777,A1.A2.A3.A4.A5.B1.B2.B3.B4,57497010,570110,0,570110,78651887
107,35,"East Kentucky Network, LLC",0001786607,REAG 4,PEA096,"Richmond, KY",ABC,Assignment,1,8675753,C4,0,0,0,0,8675753
107,35,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA251;PEA277;PEA368,"Salina, KS;Hutchinson, KS;Concordia, KS",ABC,Assignment,4,30112080,B4.B5.C1.C2,545690,0,0,0,30112080
107,35,Cellco Partnership,0003290673,REAG 5,PEA251;PEA277;PEA368,"Salina, KS;Hutchinson, KS;Concordia, KS",ABC,Assignment,8,60224160,A1.A2.A3.A4.A5.B1.B2.B3,77098590,72760,32338,105098,60329258
107,35,"Nex-Tech Wireless, L.L.C.",0012144150,REAG 5,PEA251;PEA277;PEA368,"Salina, KS;Hutchinson, KS;Concordia, KS",ABC,Assignment,1,7528020,C3,0,0,0,0,7528020
107,35,United States Cellular Corporation,0004372322,REAG 5,PEA251;PEA277;PEA368,"Salina, KS;Hutchinson, KS;Concordia, KS",ABC,Assignment,1,7528020,C4,5000010,0,4043,4043,7532063
107,34,AT&T Spectrum Frontiers LLC,0027840180,REAG 2,PEA215;PEA233;PEA266,"Hickory, NC;Shelby, NC;Lenoir, NC",ABC,Assignment,4,29717560,B4.B5.C1.C2,740010,0,0,0,29717560
107,34,"Carolina West Wireless, Inc.",0001940022,REAG 2,PEA215;PEA233;PEA266,"Hickory, NC;Shelby, NC;Lenoir, NC",ABC,Assignment,2,14858780,C3.C4,0,0,0,0,14858780
107,34,Cellco Partnership,0003290673,REAG 2,PEA215;PEA233;PEA266,"Hickory, NC;Shelby, NC;Lenoir, NC",ABC,Assignment,8,59435120,A1.A2.A3.A4.A5.B1.B2.B3,62962430,148000,0,148000,59583120
107,34,AT&T Spectrum Frontiers LLC,0027840180,REAG 3,PEA253,"Baraboo, WI",ABC,Assignment,3,11010000,B4.B5.C1,3785400,0,0,0,11010000
107,34,Cellco Partnership,0003290673,REAG 3,PEA253,"Baraboo, WI",ABC,Assignment,8,29360000,A1.A2.A3.A4.A5.B1.B2.B3,50000000,0,0,0,29360000
107,34,United States Cellular Corporation,0004372322,REAG 3,PEA253,"Baraboo, WI",ABC,Assignment,3,11010000,C2.C3.C4,3000010,0,0,0,11010000
107,34,AT&T Spectrum Frontiers LLC,0027840180,REAG 4,PEA149;PEA255,"Biloxi, MS;Greenville, MS",ABC,Assignment,4,24267680,B4.B5.C1.C2,749120,0,0,0,24267680
107,34,Cellco Partnership,0003290673,REAG 4,PEA149;PEA255,"Biloxi, MS;Greenville, MS",ABC,Assignment,8,48535360,A1.A2.A3.A4.A5.B1.B2.B3,52284940,149820,0,149820,48685180
107,34,"Cellular South Licenses, LLC",0020434767,REAG 4,PEA149;PEA255,"Biloxi, MS;Greenville, MS",ABC,Assignment,2,12133840,C3.C4,0,0,0,0,12133840
107,34,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA181;PEA306;PEA389;PEA410,"Texarkana, TX;Wichita Falls, TX;McCook, NE;Valentine, NE",ABC,Assignment,4,26233200,B4.B5.C1.C2,576960,0,0,0,26233200
107,34,Cellco Partnership,0003290673,REAG 5,PEA181;PEA306;PEA389;PEA410,"Texarkana, TX;Wichita Falls, TX;McCook, NE;Valentine, NE",ABC,Assignment,8,52466400,A1.A2.A3.A4.A5.B1.B2.B3,62728030,0,92312,92312,52558712
107,34,United States Cellular Corporation,0004372322,REAG 5,PEA181;PEA306;PEA389;PEA410,"Texarkana, TX;Wichita Falls, TX;McCook, NE;Valentine, NE",ABC,Assignment,2,13116600,C3.C4,3000010,0,23078,23078,13139678
107,33,AT&T Spectrum Frontiers LLC,0027840180,REAG 2,PEA072,"Tallahassee, FL",ABC,Assignment,4,24264000,B5.C1.C2.C3,302320,35920,0,35920,24299920
107,33,"Canopy Spectrum, LLC",0029963048,REAG 2,PEA072,"Tallahassee, FL",ABC,Assignment,1,6066000,C4,40,0,0,0,6066000
107,33,Cellco Partnership,0003290673,REAG 2,PEA072,"Tallahassee, FL",ABC,Assignment,9,54594000,A1.A2.A3.A4.A5.B1.B2.B3.B4,99533760,431940,0,431940,55025940
107,33,AT&T Spectrum Frontiers LLC,0027840180,REAG 3,PEA185,"Marquette, MI",ABC,Assignment,4,10352292,B4.B5.C1.C2,292110,0,0,0,10352292
107,33,Cellco Partnership,0003290673,REAG 3,PEA185,"Marquette, MI",ABC,Assignment,8,20704584,A1.A2.A3.A4.A5.B1.B2.B3,50000000,38940,17316,56256,20760840
107,33,"Nsight Spectrum, LLC",0020519138,REAG 3,PEA185,"Marquette, MI",ABC,Assignment,1,2588073,C3,0,0,0,0,2588073
107,33,United States Cellular Corporation,0004372322,REAG 3,PEA185,"Marquette, MI",ABC,Assignment,1,2588073,C4,625010,0,2165,2165,2590238
107,33,AT&T Spectrum Frontiers LLC,0027840180,REAG 4,PEA150;PEA183,"Rolla, MO;Columbia, MO",ABC,Assignment,4,23932316,B4.B5.C1.C2,602160,0,0,0,23932316
107,33,Cellco Partnership,0003290673,REAG 4,PEA150;PEA183,"Rolla, MO;Columbia, MO",ABC,Assignment,8,47864632,A1.A2.A3.A4.A5.B1.B2.B3,50000000,0,96352,96352,47960984
107,33,United States Cellular Corporation,0004372322,REAG 4,PEA150;PEA183,"Rolla, MO;Columbia, MO",ABC,Assignment,2,11966158,C3.C4,5000010,0,24088,24088,11990246
107,33,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA102,"Grand Junction, CO",ABC,Assignment,4,13738604,B4.B5.C1.C2,402910,17960,0,17960,13756564
107,33,"Canopy Spectrum, LLC",0029963048,REAG 5,PEA102,"Grand Junction, CO",ABC,Assignment,2,6869302,C3.C4,20,0,0,0,6869302
107,33,Cellco Partnership,0003290673,REAG 5,PEA102,"Grand Junction, CO",ABC,Assignment,8,27477208,A1.A2.A3.A4.A5.B1.B2.B3,50000000,80600,0,80600,27557808
107,32,AT&T Spectrum Frontiers LLC,0027840180,REAG 2,PEA147;PEA151,"Salisbury, MD;Winston-Salem, NC",ABC,Assignment,4,25085440,B4.B5.C1.C2,619860,0,0,0,25085440
107,32,Cellco Partnership,0003290673,REAG 2,PEA147;PEA151,"Salisbury, MD;Winston-Salem, NC",ABC,Assignment,8,50170880,A1.A2.A3.A4.A5.B1.B2.B3,51897840,0,99176,99176,50270056
107,32,T-Mobile License LLC,0001565449,REAG 2,PEA147;PEA151,"Salisbury, MD;Winston-Salem, NC",ABC,Assignment,2,12542720,C3.C4,188140,0,24794,24794,12567514
107,32,AT&T Spectrum Frontiers LLC,0027840180,REAG 3,PEA118,"Richmond, IN",ABC,Assignment,4,12208132,B4.B5.C1.C2,416310,2400,0,2400,12210532
107,32,Cellco Partnership,0003290673,REAG 3,PEA118,"Richmond, IN",ABC,Assignment,8,24416264,A1.A2.A3.A4.A5.B1.B2.B3,50000000,83270,0,83270,24499534
107,32,"Widespread Wireless, LLC",0029994001,REAG 3,PEA118,"Richmond, IN",ABC,Assignment,2,6104066,C3.C4,0,0,0,0,6104066
107,32,AT&T Spectrum Frontiers LLC,0027840180,REAG 4,PEA082,"Baton Rouge, LA",ABC,Assignment,4,25636000,B5.C1.C2.C3,334570,35920,0,35920,25671920
107,32,"Canopy Spectrum, LLC",0029963048,REAG 4,PEA082,"Baton Rouge, LA",ABC,Assignment,1,6409000,C4,40,0,0,0,6409000
107,32,Cellco Partnership,0003290673,REAG 4,PEA082,"Baton Rouge, LA",ABC,Assignment,9,57681000,A1.A2.A3.A4.A5.B1.B2.B3.B4,52624470,477990,0,477990,58158990
107,32,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA132;PEA220,"Corpus Christi, TX;Odessa, TX",ABC,Assignment,4,26979720,B4.B5.C1.C2,652510,0,0,0,26979720
107,32,Cellco Partnership,0003290673,REAG 5,PEA132;PEA220,"Corpus Christi, TX;Odessa, TX",ABC,Assignment,8,53959440,A1.A2.A3.A4.A5.B1.B2.B3,65749820,0,104408,104408,54063848
107,32,T-Mobile License LLC,0001565449,REAG 5,PEA132;PEA220,"Corpus Christi, TX;Odessa, TX",ABC,Assignment,2,13489860,C3.C4,202350,0,26102,26102,13515962
107,31,AT&T Spectrum Frontiers LLC,0027840180,REAG 2,PEA057,"Richmond, VA",ABC,Assignment,4,35552000,B4.B5.C1.C2,1208130,17960,0,17960,35569960
107,31,"Canopy Spectrum, LLC",0029963048,REAG 2,PEA057,"Richmond, VA",ABC,Assignment,2,17776000,C3.C4,20,0,0,0,17776000
107,31,Cellco Partnership,0003290673,REAG 2,PEA057,"Richmond, VA",ABC,Assignment,8,71104000,A1.A2.A3.A4.A5.B1.B2.B3,50841750,241640,0,241640,71345640
107,31,AT&T Spectrum Frontiers LLC,0027840180,REAG 3,PEA203;PEA260,"Traverse City, MI;Alpena, MI",ABC,Assignment,4,19661840,B5.C1.C2.C3,269280,0,0,0,19661840
107,31,"Agri-Valley Communications, Inc.",0003778362,REAG 3,PEA203;PEA260,"Traverse City, MI;Alpena, MI",ABC,Assignment,1,4915460,C4,0,0,0,0,4915460
107,31,Cellco Partnership,0003290673,REAG 3,PEA203;PEA260,"Traverse City, MI;Alpena, MI",ABC,Assignment,9,44239140,A1.A2.A3.A4.A5.B1.B2.B3.B4,50000000,384680,0,384680,44623820
107,31,AT&T Spectrum Frontiers LLC,0027840180,REAG 4,PEA071,"Knoxville, TN",ABC,Assignment,4,86584856,B3.B4.B5.C1,1789140,0,0,0,86584856
107,31,Cellco Partnership,0003290673,REAG 4,PEA071,"Knoxville, TN",ABC,Assignment,7,151523498,A1.A2.A3.A4.A5.B1.B2,74979870,0,221011,221011,151744509
107,31,United States Cellular Corporation,0004372322,REAG 4,PEA071,"Knoxville, TN",ABC,Assignment,3,64938642,C2.C3.C4,13000010,0,94719,94719,65033361
107,31,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA080,"Omaha, NE",ABC,Assignment,4,28659520,B4.B5.C1.C2,928240,0,0,0,28659520
107,31,Cellco Partnership,0003290673,REAG 5,PEA080,"Omaha, NE",ABC,Assignment,8,57319040,A1.A2.A3.A4.A5.B1.B2.B3,50000000,0,148520,148520,57467560
107,31,United States Cellular Corporation,0004372322,REAG 5,PEA080,"Omaha, NE",ABC,Assignment,2,14329760,C3.C4,3000010,0,37130,37130,14366890
107,31,AT&T Spectrum Frontiers LLC,0027840180,REAG 6,PEA405,"Jackson, WY",ABC,Assignment,4,682040,B5.C1.C2.C3,8750,0,2693,2693,684733
107,31,Cellco Partnership,0003290673,REAG 6,PEA405,"Jackson, WY",ABC,Assignment,9,1534590,A1.A2.A3.A4.A5.B1.B2.B3.B4,50000000,26250,6058,32308,1566898
107,31,Granite Wireless LLC,0030007280,REAG 6,PEA405,"Jackson, WY",ABC,Assignment,1,170510,C4,0,0,0,0,170510
107,30,AT&T Spectrum Frontiers LLC,0027840180,REAG 2,PEA088;PEA103,"Frederick, MD;Winchester, VA",ABC,Assignment,4,62490440,B4.B5.C1.C2,2473030,0,0,0,62490440
107,30,Cellco Partnership,0003290673,REAG 2,PEA088;PEA103,"Frederick, MD;Winchester, VA",ABC,Assignment,8,124980880,A1.A2.A3.A4.A5.B1.B2.B3,50000000,0,395688,395688,125376568
107,30,United States Cellular Corporation,0004372322,REAG 2,PEA088;PEA103,"Frederick, MD;Winchester, VA",ABC,Assignment,2,31245220,C3.C4,6000010,0,98922,98922,31344142
107,30,AT&T Spectrum Frontiers LLC,0027840180,REAG 3,PEA038,"Milwaukee, WI",A,Interim Assignment,2,139628000,A4.A5,930580,0,0,0,139628000
107,30,AT&T Spectrum Frontiers LLC,0027840180,REAG 3,PEA038,"Milwaukee, WI",A+BC,Final Assignment,4,264060100,B3.B4.B5.C1,6500000,0,0,0,264060100
107,30,Cellco Partnership,0003290673,REAG 3,PEA038,"Milwaukee, WI",A,Interim Assignment,3,209442000,A1.A2.A3,20000000,0,0,0,209442000
107,30,Cellco Partnership,0003290673,REAG 3,PEA038,"Milwaukee, WI",A+BC,Final Assignment,7,458306200,A1.A2.A3.A4.A5.B1.B2,113741050,0,0,0,458306200
107,30,United States Cellular Corporation,0004372322,REAG 3,PEA038,"Milwaukee, WI",A+BC,Final Assignment,3,186648150,C2.C3.C4,40000010,0,0,0,186648150
107,30,AT&T Spectrum Frontiers LLC,0027840180,REAG 4,PEA174;PEA178;PEA299,"Springfield, MO;Sedalia, MO;Kirksville, MO",ABC,Assignment,4,16022708,B5.C1.C2.C3,685020,0,0,0,16022708
107,30,Cellco Partnership,0003290673,REAG 4,PEA174;PEA178;PEA299,"Springfield, MO;Sedalia, MO;Kirksville, MO",ABC,Assignment,9,36051093,A1.A2.A3.A4.A5.B1.B2.B3.B4,50000000,0,880749,880749,36931842
107,30,United States Cellular Corporation,0004372322,REAG 4,PEA174;PEA178;PEA299,"Springfield, MO;Sedalia, MO;Kirksville, MO",ABC,Assignment,1,4005677,C4,1000010,0,97861,97861,4103538
107,30,AT&T Spectrum Frontiers LLC,0027840180,REAG 5,PEA063,"Tulsa, OK",ABC,Assignment,4,100141472,B3.B4.B5.C1,2909060,0,0,0,100141472
107,30,Cellco Partnership,0003290673,REAG 5,PEA063,"Tulsa, OK",ABC,Assignment,7,175247576,A1.A2.A3.A4.A5.B1.B2,50000000,0,678776,678776,175926352
107,30,United States Cellular Corporation,0004372322,REAG 5,PEA063,"Tulsa, OK",ABC,Assignment,3,75106104,C2.C3.C4,15000010,0,290904,290904,75397008
107,30,AT&T Spectrum Frontiers LLC,0027840180,REAG 6,PEA229;PEA361,"Saint George, UT;Richfield, UT",ABC,Assignment,4,9997700,B5.C1.C2.C3,140000,0,0,0,9997700
107,30,Cellco Partnership,0003290673,REAG 6,PEA229;PEA361,"Saint George, UT;Richfield, UT",ABC,Assignment,9,22494825,A1.A2.A3.A4.A5.B1.B2.B3.B4,50000000,250110,0,250110,22744935
107,30,"LICT Wireless Broadband Company, LLC",0025243858,REAG 6,PEA229;PEA361,"Saint George, UT;Richfield, UT",ABC,Assignment,1,2499425,C4,0,0,0,0,2499425
107,29,AT&T Spectrum Frontiers LLC,0027840180,REAG 1,PEA188,"Jamestown, NY",ABC,Assignment,4,2972000,B4.B5.C1.C2,426600,17960,0,17960,2989960
107,29,"Canopy Spectrum, LLC",0029963048,REAG 1,PEA188,"Jamestown, NY",ABC,Assignment,2,1486000,C3.C4,20,0,0,0,1486000
107,29,Cellco Partnership,0003290673,REAG 1,PEA188,"Jamestown, NY",ABC,Assignment,8,5944000,A1.A2.A3.A4.A5.B1.B2.B3,50000000,85330,0,85330,6029330
107,29,AT&T Spectrum Frontiers LLC,0027840180,REAG 2,PEA128;PEA159;PEA191;PEA332;PEA346,"Macon, GA;Valdosta, GA;Petersburg, VA;Bennettsville, SC;Franklin, NC",ABC,Assignment,4,23864700,B4.B5.C1.C2,1050460,89800,0,89800,23954500
107,29,"Canopy Spectrum, LLC",0029963048,REAG 2,PEA128;PEA159;PEA191;PEA332;PEA346,"Macon, GA;Valdosta, GA;Petersburg, VA;Bennettsville, SC;Franklin, NC",ABC,Assignment,2,11932350,C3.C4,100,0,0,0,11932350
107,29,Cellco Partnership,0003290673,REAG 2,PEA128;PEA159;PEA191;PEA332;PEA346,"Macon, GA;Valdosta, GA;Petersburg, VA;Bennettsville, SC;Franklin, NC",ABC,Assignment,8,47729400,A1.A2.A3.A4.A5.B1.B2.B3,50000000,210190,0,210190,47939590
107,29,AT&T Spectrum Frontiers LLC,0027840180,REAG 3,PEA108;PEA114;PEA116,"Des Moines, IA;Morgantown, WV;Rockford, IL",ABC,Assignment,4,121185900,B3.B4.B5.C1,2249100,0,0,0,121185900
107,29,Cellco Partnership,0003290673,REAG 3,PEA108;PEA114;PEA116,"Des Moines, IA;Morgantown, WV;Rockford, IL",ABC,Assignment,7,212075325,A1.A2.A3.A4.A5.B1.B2,99429790,0,524790,524790,212600115
107,29,United States Cellular Corporation,0004372322,REAG 3,PEA108;PEA114;PEA116,"Des Moines, IA;Morgantown, WV;Rockford, IL",ABC,Assignment,3,90889425,C2.C3.C4,20000010,0,224910,224910,91114335
