auction_id,license,market_number,market_name,block_final,block_interim,bidder,frn,bidding_credit_type,bidding_credit_pct,gross_license_price,net_license_price,effective_bidding_credit
107,PEA002-B5,PEA002,"Los Angeles, CA",B5,,AT&T Spectrum Frontiers LLC,0027840180,,0,505704262,505704262,0.0
107,PEA002-C1,PEA002,"Los Angeles, CA",C1,,AT&T Spectrum Frontiers LLC,0027840180,,0,505704262,505704262,0.0
107,PEA002-C2,PEA002,"Los Angeles, CA",C2,,"NewLevel II, L.P.",0029984747,,0,504306794,504306794,0.0
107,PEA002-C3,PEA002,"Los Angeles, CA",C3,,T-Mobile License LLC,0001565449,,0,504023785,504023785,0.0
107,PEA002-C4,PEA002,"Los Angeles, CA",C4,,T-Mobile License LLC,0001565449,,0,504023785,504023785,0.0
107,PEA003-A1,PEA003,"Chicago, IL",A1,A1,Cellco Partnership,0003290673,,0,214130474,214130474,0.0
107,PEA003-A2,PEA003,"Chicago, IL",A2,A2,Cellco Partnership,0003290673,,0,214130474,214130474,0.0
107,PEA003-A3,PEA003,"Chicago, IL",A3,A3,Cellco Partnership,0003290673,,0,214130474,214130474,0.0
107,PEA003-A4,PEA003,"Chicago, IL",A4,,Cellco Partnership,0003290673,,0,203213844,203213844,0.0
107,PEA003-A5,PEA003,"Chicago, IL",A5,,Cellco Partnership,0003290673,,0,203213844,203213844,0.0
107,PEA003-B1,PEA003,"Chicago, IL",B1,,Cellco Partnership,0003290673,,0,203213844,203213844,0.0
107,PEA003-B2,PEA003,"Chicago, IL",B2,,Cellco Partnership,0003290673,,0,203213844,203213844,0.0
107,PEA003-B3,PEA003,"Chicago, IL",B3,,Cellco Partnership,0003290673,,0,203213844,203213844,0.0
107,PEA003-B4,PEA003,"Chicago, IL",B4,A4,AT&T Spectrum Frontiers LLC,0027840180,,0,213897278,213897278,0.0
107,PEA003-B5,PEA003,"Chicago, IL",B5,A5,AT&T Spectrum Frontiers LLC,0027840180,,0,213897278,213897278,0.0
107,PEA003-C1,PEA003,"Chicago, IL",C1,,AT&T Spectrum Frontiers LLC,0027840180,,0,202992537,202992537,0.0
107,PEA003-C2,PEA003,"Chicago, IL",C2,,AT&T Spectrum Frontiers LLC,0027840180,,0,202992537,202992537,0.0
107,PEA003-C3,PEA003,"Chicago, IL",C3,,T-Mobile License LLC,0001565449,,0,203031289,203031289,0.0
107,PEA003-C4,PEA003,"Chicago, IL",C4,,T-Mobile License LLC,0001565449,,0,203031289,203031289,0.0
107,PEA004-A1,PEA004,"San Francisco, CA",A1,A1,Cellco Partnership,0003290673,,0,247721661,247721661,0.0
107,PEA004-A2,PEA004,"San Francisco, CA",A2,A2,Cellco Partnership,0003290673,,0,247721661,247721661,0.0
107,PEA004-A3,PEA004,"San Francisco, CA",A3,A3,Cellco Partnership,0003290673,,0,247721661,247721661,0.0
107,PEA004-A4,PEA004,"San Francisco, CA",A4,,Cellco Partnership,0003290673,,0,224838652,224838652,0.0
107,PEA004-A5,PEA004,"San Francisco, CA",A5,,Cellco Partnership,0003290673,,0,224838652,224838652,0.0
107,PEA004-B1,PEA004,"San Francisco, CA",B1,,Cellco Partnership,0003290673,,0,224838652,224838652,0.0
107,PEA004-B2,PEA004,"San Francisco, CA",B2,,Cellco Partnership,0003290673,,0,224838651,224838651,0.0
107,PEA004-B3,PEA004,"San Francisco, CA",B3,A4,AT&T Spectrum Frontiers LLC,0027840180,,0,247177874,247177874,0.0
107,PEA004-B4,PEA004,"San Francisco, CA",B4,A5,AT&T Spectrum Frontiers LLC,0027840180,,0,247177874,247177874,0.0
107,PEA004-B5,PEA004,"San Francisco, CA",B5,,AT&T Spectrum Frontiers LLC,0027840180,,0,224345096,224345096,0.0
107,PEA004-C1,PEA004,"San Francisco, CA",C1,,AT&T Spectrum Frontiers LLC,0027840180,,0,224345096,224345096,0.0
107,PEA004-C2,PEA004,"San Francisco, CA",C2,,"NewLevel II, L.P.",0029984747,,0,223732270,223732270,0.0
107,PEA004-C3,PEA004,"San Francisco, CA",C3,,T-Mobile License LLC,0001565449,,0,223606320,223606320,0.0
107,PEA004-C4,PEA004,"San Francisco, CA",C4,,T-Mobile License LLC,0001565449,,0,223606320,223606320,0.0
107,PEA005-A1,PEA005,"Baltimore, MD-Washington, DC",A1,,Cellco Partnership,0003290673,,0,194342552,194342552,0.0
107,PEA005-A2,PEA005,"Baltimore, MD-Washington, DC",A2,,Cellco Partnership,0003290673,,0,194342552,194342552,0.0
107,PEA005-A3,PEA005,"Baltimore, MD-Washington, DC",A3,,Cellco Partnership,0003290673,,0,194342551,194342551,0.0
107,PEA005-A4,PEA005,"Baltimore, MD-Washington, DC",A4,,Cellco Partnership,0003290673,,0,194342551,194342551,0.0
107,PEA005-A5,PEA005,"Baltimore, MD-Washington, DC",A5,,Cellco Partnership,0003290673,,0,194342551,194342551,0.0
107,PEA005-B1,PEA005,"Baltimore, MD-Washington, DC",B1,,Cellco Partnership,0003290673,,0,194342551,194342551,0.0
107,PEA005-B2,PEA005,"Baltimore, MD-Washington, DC",B2,,Cellco Partnership,0003290673,,0,194342551,194342551,0.0
107,PEA005-B3,PEA005,"Baltimore, MD-Washington, DC",B3,,Cellco Partnership,0003290673,,0,194342551,194342551,0.0
107,PEA005-B4,PEA005,"Baltimore, MD-Washington, DC",B4,,AT&T Spectrum Frontiers LLC,0027840180,,0,193803000,193803000,0.0
107,PEA005-B5,PEA005,"Baltimore, MD-Washington, DC",B5,,AT&T Spectrum Frontiers LLC,0027840180,,0,193803000,193803000,0.0
107,PEA005-C1,PEA005,"Baltimore, MD-Washington, DC",C1,,AT&T Spectrum Frontiers LLC,0027840180,,0,193803000,193803000,0.0
107,PEA005-C2,PEA005,"Baltimore, MD-Washington, DC",C2,,"NewLevel II, L.P.",0029984747,,0,193828000,193828000,0.0
107,PEA005-C3,PEA005,"Baltimore, MD-Washington, DC",C3,,T-Mobile License LLC,0001565449,,0,193900480,193900480,0.0
107,PEA005-C4,PEA005,"Baltimore, MD-Washington, DC",C4,,T-Mobile License LLC,0001565449,,0,193900480,193900480,0.0
107,PEA006-A1,PEA006,"Philadelphia, PA",A1,A1,Cellco Partnership,0003290673,,0,141362005,141362005,0.0
107,PEA006-A2,PEA006,"Philadelphia, PA",A2,A2,Cellco Partnership,0003290673,,0,141362005,141362005,0.0
107,PEA006-A3,PEA006,"Philadelphia, PA",A3,A3,Cellco Partnership,0003290673,,0,141362005,141362005,0.0
107,PEA006-A4,PEA006,"Philadelphia, PA",A4,,Cellco Partnership,0003290673,,0,141591215,141591215,0.0
107,PEA006-A5,PEA006,"Philadelphia, PA",A5,,Cellco Partnership,0003290673,,0,141591215,141591215,0.0
107,PEA006-B1,PEA006,"Philadelphia, PA",B1,,Cellco Partnership,0003290673,,0,141591214,141591214,0.0
107,PEA006-B2,PEA006,"Philadelphia, PA",B2,,Cellco Partnership,0003290673,,0,141591214,141591214,0.0
107,PEA006-B3,PEA006,"Philadelphia, PA",B3,,Cellco Partnership,0003290673,,0,141591214,141591214,0.0
107,PEA006-B4,PEA006,"Philadelphia, PA",B4,A4,AT&T Spectrum Frontiers LLC,0027840180,,0,140715960,140715960,0.0
107,PEA006-B5,PEA006,"Philadelphia, PA",B5,A5,AT&T Spectrum Frontiers LLC,0027840180,,0,140715960,140715960,0.0
107,PEA006-C1,PEA006,"Philadelphia, PA",C1,,AT&T Spectrum Frontiers LLC,0027840180,,0,140944123,140944123,0.0
107,PEA006-C2,PEA006,"Philadelphia, PA",C2,,AT&T Spectrum Frontiers LLC,0027840180,,0,140944123,140944123,0.0
107,PEA006-C3,PEA006,"Philadelphia, PA",C3,,T-Mobile License LLC,0001565449,,0,141590822,141590822,0.0
107,PEA006-C4,PEA006,"Philadelphia, PA",C4,,T-Mobile License LLC,0001565449,,0,141590822,141590822,0.0
107,PEA007-A1,PEA007,"Boston, MA",A1,A1,Cellco Partnership,0003290673,,0,152460605,152460605,0.0
107,PEA007-A2,PEA007,"Boston, MA",A2,A2,Cellco Partnership,0003290673,,0,152460605,152460605,0.0
107,PEA007-A3,PEA007,"Boston, MA",A3,A3,Cellco Partnership,0003290673,,0,152460605,152460605,0.0
107,PEA007-A4,PEA007,"Boston, MA",A4,,Cellco Partnership,0003290673,,0,138989215,138989215,0.0
107,PEA007-A5,PEA007,"Boston, MA",A5,,Cellco Partnership,0003290673,,0,138989215,138989215,0.0
107,PEA007-B1,PEA007,"Boston, MA",B1,,Cellco Partnership,0003290673,,0,138989214,138989214,0.0
107,PEA007-B2,PEA007,"Boston, MA",B2,,Cellco Partnership,0003290673,,0,138989214,138989214,0.0
107,PEA007-B3,PEA007,"Boston, MA",B3,,Cellco Partnership,0003290673,,0,138989214,138989214,0.0
107,PEA007-B4,PEA007,"Boston, MA",B4,A4,AT&T Spectrum Frontiers LLC,0027840180,,0,151870360,151870360,0.0
107,PEA007-B5,PEA007,"Boston, MA",B5,A5,AT&T Spectrum Frontiers LLC,0027840180,,0,151870360,151870360,0.0
107,PEA007-C1,PEA007,"Boston, MA",C1,,AT&T Spectrum Frontiers LLC,0027840180,,0,138451123,138451123,0.0
107,PEA007-C2,PEA007,"Boston, MA",C2,,AT&T Spectrum Frontiers LLC,0027840180,,0,138451123,138451123,0.0
107,PEA007-C3,PEA007,"Boston, MA",C3,,T-Mobile License LLC,0001565449,,0,139008772,139008772,0.0
107,PEA007-C4,PEA007,"Boston, MA",C4,,T-Mobile License LLC,0001565449,,0,139008772,139008772,0.0
107,PEA008-A1,PEA008,"Dallas, TX",A1,A1,Cellco Partnership,0003290673,,0,224897496,224897496,0.0
107,PEA008-A2,PEA008,"Dallas, TX",A2,A2,Cellco Partnership,0003290673,,0,224897495,224897495,0.0
107,PEA008-A3,PEA008,"Dallas, TX",A3,A3,Cellco Partnership,0003290673,,0,224897495,224897495,0.0
107,PEA008-A4,PEA008,"Dallas, TX",A4,,Cellco Partnership,0003290673,,0,202759332,202759332,0.0
107,PEA008-A5,PEA008,"Dallas, TX",A5,,Cellco Partnership,0003290673,,0,202759332,202759332,0.0
107,PEA008-B1,PEA008,"Dallas, TX",B1,,Cellco Partnership,0003290673,,0,202759332,202759332,0.0
107,PEA008-B2,PEA008,"Dallas, TX",B2,,Cellco Partnership,0003290673,,0,202759332,202759332,0.0
107,PEA008-B3,PEA008,"Dallas, TX",B3,A4,AT&T Spectrum Frontiers LLC,0027840180,,0,223656426,223656426,0.0
107,PEA008-B4,PEA008,"Dallas, TX",B4,A5,AT&T Spectrum Frontiers LLC,0027840180,,0,223656426,223656426,0.0
107,PEA008-B5,PEA008,"Dallas, TX",B5,,AT&T Spectrum Frontiers LLC,0027840180,,0,201640430,201640430,0.0
107,PEA008-C1,PEA008,"Dallas, TX",C1,,AT&T Spectrum Frontiers LLC,0027840180,,0,201640429,201640429,0.0
107,PEA008-C2,PEA008,"Dallas, TX",C2,,AT&T Spectrum Frontiers LLC,0027840180,,0,201640429,201640429,0.0
107,PEA008-C3,PEA008,"Dallas, TX",C3,,T-Mobile License LLC,0001565449,,0,201905314,201905314,0.0
107,PEA008-C4,PEA008,"Dallas, TX",C4,,T-Mobile License LLC,0001565449,,0,201905313,201905313,0.0
107,PEA009-A1,PEA009,"Miami, FL",A1,A1,Cellco Partnership,0003290673,,0,208145417,208145417,0.0
107,PEA009-A2,PEA009,"Miami, FL",A2,A2,Cellco Partnership,0003290673,,0,208145417,208145417,0.0
107,PEA009-A3,PEA009,"Miami, FL",A3,A3,Cellco Partnership,0003290673,,0,208145417,208145417,0.0
107,PEA009-A4,PEA009,"Miami, FL",A4,,Cellco Partnership,0003290673,,0,189222650,189222650,0.0
107,PEA009-A5,PEA009,"Miami, FL",A5,,Cellco Partnership,0003290673,,0,189222650,189222650,0.0
107,PEA009-B1,PEA009,"Miami, FL",B1,,Cellco Partnership,0003290673,,0,189222649,189222649,0.0
107,PEA009-B2,PEA009,"Miami, FL",B2,,Cellco Partnership,0003290673,,0,189222649,189222649,0.0
107,PEA009-B3,PEA009,"Miami, FL",B3,,Cellco Partnership,0003290673,,0,189222649,189222649,0.0
107,PEA009-B4,PEA009,"Miami, FL",B4,A4,AT&T Spectrum Frontiers LLC,0027840180,,0,207660899,207660899,0.0
107,PEA009-B5,PEA009,"Miami, FL",B5,A5,AT&T Spectrum Frontiers LLC,0027840180,,0,207660899,207660899,0.0
107,PEA009-C1,PEA009,"Miami, FL",C1,,AT&T Spectrum Frontiers LLC,0027840180,,0,188782181,188782181,0.0
107,PEA009-C2,PEA009,"Miami, FL",C2,,AT&T Spectrum Frontiers LLC,0027840180,,0,188782181,188782181,0.0
107,PEA009-C3,PEA009,"Miami, FL",C3,,T-Mobile License LLC,0001565449,,0,188832356,188832356,0.0
107,PEA009-C4,PEA009,"Miami, FL",C4,,T-Mobile License LLC,0001565449,,0,188832356,188832356,0.0
107,PEA010-A1,PEA010,"Houston, TX",A1,A1,Cellco Partnership,0003290673,,0,169446396,169446396,0.0
107,PEA010-A2,PEA010,"Houston, TX",A2,A2,Cellco Partnership,0003290673,,0,169446396,169446396,0.0
107,PEA010-A3,PEA010,"Houston, TX",A3,A3,Cellco Partnership,0003290673,,0,169446396,169446396,0.0
107,PEA010-A4,PEA010,"Houston, TX",A4,,Cellco Partnership,0003290673,,0,154177423,154177423,0.0
107,PEA010-A5,PEA010,"Houston, TX",A5,,Cellco Partnership,0003290673,,0,154177423,154177423,0.0
107,PEA010-B1,PEA010,"Houston, TX",B1,,Cellco Partnership,0003290673,,0,154177422,154177422,0.0
107,PEA010-B2,PEA010,"Houston, TX",B2,,Cellco Partnership,0003290673,,0,154177422,154177422,0.0
107,PEA010-B3,PEA010,"Houston, TX",B3,,Cellco Partnership,0003290673,,0,154177422,154177422,0.0
107,PEA010-B4,PEA010,"Houston, TX",B4,A4,AT&T Spectrum Frontiers LLC,0027840180,,0,168917133,168917133,0.0
107,PEA010-B5,PEA010,"Houston, TX",B5,A5,AT&T Spectrum Frontiers LLC,0027840180,,0,168917133,168917133,0.0
107,PEA010-C1,PEA010,"Houston, TX",C1,,AT&T Spectrum Frontiers LLC,0027840180,,0,153695852,153695852,0.0
107,PEA010-C2,PEA010,"Houston, TX",C2,,AT&T Spectrum Frontiers LLC,0027840180,,0,153695852,153695852,0.0
107,PEA010-C3,PEA010,"Houston, TX",C3,,T-Mobile License LLC,0001565449,,0,153736465,153736465,0.0
107,PEA010-C4,PEA010,"Houston, TX",C4,,T-Mobile License LLC,0001565449,,0,153736465,153736465,0.0
107,PEA011-A1,PEA011,"Atlanta, GA",A1,,Cellco Partnership,0003290673,,0,135469345,135469345,0.0
107,PEA011-A2,PEA011,"Atlanta, GA",A2,,Cellco Partnership,0003290673,,0,135469345,135469345,0.0
107,PEA011-A3,PEA011,"Atlanta, GA",A3,,Cellco Partnership,0003290673,,0,135469345,135469345,0.0
107,PEA011-A4,PEA011,"Atlanta, GA",A4,,Cellco Partnership,0003290673,,0,135469345,135469345,0.0
107,PEA011-A5,PEA011,"Atlanta, GA",A5,,Cellco Partnership,0003290673,,0,135469345,135469345,0.0
107,PEA011-B1,PEA011,"Atlanta, GA",B1,,Cellco Partnership,0003290673,,0,135469345,135469345,0.0
107,PEA011-B2,PEA011,"Atlanta, GA",B2,,Cellco Partnership,0003290673,,0,135469345,135469345,0.0
107,PEA011-B3,PEA011,"Atlanta, GA",B3,,Cellco Partnership,0003290673,,0,135469345,135469345,0.0
107,PEA011-B4,PEA011,"Atlanta, GA",B4,,AT&T Spectrum Frontiers LLC,0027840180,,0,134928726,134928726,0.0
107,PEA011-B5,PEA011,"Atlanta, GA",B5,,AT&T Spectrum Frontiers LLC,0027840180,,0,134928726,134928726,0.0
107,PEA011-C1,PEA011,"Atlanta, GA",C1,,AT&T Spectrum Frontiers LLC,0027840180,,0,134928725,134928725,0.0
107,PEA011-C2,PEA011,"Atlanta, GA",C2,,AT&T Spectrum Frontiers LLC,0027840180,,0,134928725,134928725,0.0
107,PEA011-C3,PEA011,"Atlanta, GA",C3,,T-Mobile License LLC,0001565449,,0,134942170,134942170,0.0
107,PEA011-C4,PEA011,"Atlanta, GA",C4,,T-Mobile License LLC,0001565449,,0,134942170,134942170,0.0
107,PEA012-A1,PEA012,"Detroit, MI",A1,A1,Cellco Partnership,0003290673,,0,101188704,101188704,0.0
107,PEA012-A2,PEA012,"Detroit, MI",A2,A2,Cellco Partnership,0003290673,,0,101188704,101188704,0.0
107,PEA012-A3,PEA012,"Detroit, MI",A3,A3,Cellco Partnership,0003290673,,0,101188704,101188704,0.0
107,PEA012-A4,PEA012,"Detroit, MI",A4,,Cellco Partnership,0003290673,,0,84964595,84964595,0.0
107,PEA012-A5,PEA012,"Detroit, MI",A5,,Cellco Partnership,0003290673,,0,84964595,84964595,0.0
107,PEA012-B1,PEA012,"Detroit, MI",B1,,Cellco Partnership,0003290673,,0,84964595,84964595,0.0
107,PEA012-B2,PEA012,"Detroit, MI",B2,,Cellco Partnership,0003290673,,0,84964595,84964595,0.0
107,PEA012-B3,PEA012,"Detroit, MI",B3,,Cellco Partnership,0003290673,,0,84964594,84964594,0.0
107,PEA012-B4,PEA012,"Detroit, MI",B4,A4,AT&T Spectrum Frontiers LLC,0027840180,,0,100640977,100640977,0.0
107,PEA012-B5,PEA012,"Detroit, MI",B5,A5,AT&T Spectrum Frontiers LLC,0027840180,,0,100640977,100640977,0.0
107,PEA012-C1,PEA012,"Detroit, MI",C1,,AT&T Spectrum Frontiers LLC,0027840180,,0,84504688,84504688,0.0
107,PEA012-C2,PEA012,"Detroit, MI",C2,,AT&T Spectrum Frontiers LLC,0027840180,,0,84504688,84504688,0.0
107,PEA012-C3,PEA012,"Detroit, MI",C3,,T-Mobile License LLC,0001565449,,0,84538807,84538807,0.0
107,PEA012-C4,PEA012,"Detroit, MI",C4,,T-Mobile License LLC,0001565449,,0,84538807,84538807,0.0
107,PEA013-A1,PEA013,"Orlando, FL",A1,A1,Cellco Partnership,0003290673,,0,90171552,90171552,0.0
107,PEA013-A2,PEA013,"Orlando, FL",A2,A2,Cellco Partnership,0003290673,,0,90171552,90171552,0.0
107,PEA013-A3,PEA013,"Orlando, FL",A3,A3,Cellco Partnership,0003290673,,0,90171552,90171552,0.0
107,PEA013-A4,PEA013,"Orlando, FL",A4,,Cellco Partnership,0003290673,,0,87858771,87858771,0.0
107,PEA013-A5,PEA013,"Orlando, FL",A5,,Cellco Partnership,0003290673,,0,87858771,87858771,0.0
107,PEA013-B1,PEA013,"Orlando, FL",B1,,Cellco Partnership,0003290673,,0,87858770,87858770,0.0
107,PEA013-B2,PEA013,"Orlando, FL",B2,,Cellco Partnership,0003290673,,0,87858770,87858770,0.0
107,PEA013-B3,PEA013,"Orlando, FL",B3,A4,AT&T Spectrum Frontiers LLC,0027840180,,0,89440218,89440218,0.0
107,PEA013-B4,PEA013,"Orlando, FL",B4,A5,AT&T Spectrum Frontiers LLC,0027840180,,0,89440218,89440218,0.0
107,PEA013-B5,PEA013,"Orlando, FL",B5,,AT&T Spectrum Frontiers LLC,0027840180,,0,87146195,87146195,0.0
107,PEA013-C1,PEA013,"Orlando, FL",C1,,AT&T Spectrum Frontiers LLC,0027840180,,0,87146195,87146195,0.0
107,PEA013-C2,PEA013,"Orlando, FL",C2,,"NewLevel II, L.P.",0029984747,,0,86889603,86889603,0.0
107,PEA013-C3,PEA013,"Orlando, FL",C3,,T-Mobile License LLC,0001565449,,0,86908556,86908556,0.0
107,PEA013-C4,PEA013,"Orlando, FL",C4,,T-Mobile License LLC,0001565449,,0,86908555,86908555,0.0
107,PEA014-A1,PEA014,"Cleveland, OH",A1,A1,Cellco Partnership,0003290673,,0,94360570,94360570,0.0
107,PEA014-A2,PEA014,"Cleveland, OH",A2,A2,Cellco Partnership,0003290673,,0,94360570,94360570,0.0
107,PEA014-A3,PEA014,"Cleveland, OH",A3,A3,Cellco Partnership,0003290673,,0,94360570,94360570,0.0
107,PEA014-A4,PEA014,"Cleveland, OH",A4,,Cellco Partnership,0003290673,,0,71088353,71088353,0.0
107,PEA014-A5,PEA014,"Cleveland, OH",A5,,Cellco Partnership,0003290673,,0,71088353,71088353,0.0
107,PEA014-B1,PEA014,"Cleveland, OH",B1,,Cellco Partnership,0003290673,,0,71088353,71088353,0.0
107,PEA014-B2,PEA014,"Cleveland, OH",B2,,Cellco Partnership,0003290673,,0,71088352,71088352,0.0
107,PEA014-B3,PEA014,"Cleveland, OH",B3,A4,AT&T Spectrum Frontiers LLC,0027840180,,0,93785174,93785174,0.0
107,PEA014-B4,PEA014,"Cleveland, OH",B4,A5,AT&T Spectrum Frontiers LLC,0027840180,,0,93785174,93785174,0.0
107,PEA014-B5,PEA014,"Cleveland, OH",B5,,AT&T Spectrum Frontiers LLC,0027840180,,0,70654867,70654867,0.0
107,PEA014-C1,PEA014,"Cleveland, OH",C1,,AT&T Spectrum Frontiers LLC,0027840180,,0,70654867,70654867,0.0
107,PEA014-C2,PEA014,"Cleveland, OH",C2,,"NewLevel II, L.P.",0029984747,,0,70504141,70504141,0.0
107,PEA014-C3,PEA014,"Cleveland, OH",C3,,T-Mobile License LLC,0001565449,,0,70446528,70446528,0.0
107,PEA014-C4,PEA014,"Cleveland, OH",C4,,T-Mobile License LLC,0001565449,,0,70446528,70446528,0.0
107,PEA015-A1,PEA015,"Phoenix, AZ",A1,A1,Cellco Partnership,0003290673,,0,132853917,132853917,0.0
107,PEA015-A2,PEA015,"Phoenix, AZ",A2,A2,Cellco Partnership,0003290673,,0,132853917,132853917,0.0
107,PEA015-A3,PEA015,"Phoenix, AZ",A3,A3,Cellco Partnership,0003290673,,0,132853917,132853917,0.0
107,PEA015-A4,PEA015,"Phoenix, AZ",A4,,Cellco Partnership,0003290673,,0,128445291,128445291,0.0
107,PEA015-A5,PEA015,"Phoenix, AZ",A5,,Cellco Partnership,0003290673,,0,128445291,128445291,0.0
107,PEA015-B1,PEA015,"Phoenix, AZ",B1,,Cellco Partnership,0003290673,,0,128445291,128445291,0.0
107,PEA015-B2,PEA015,"Phoenix, AZ",B2,,Cellco Partnership,0003290673,,0,128445290,128445290,0.0
107,PEA015-B3,PEA015,"Phoenix, AZ",B3,,Cellco Partnership,0003290673,,0,128445290,128445290,0.0
107,PEA015-B4,PEA015,"Phoenix, AZ",B4,,T-Mobile License LLC,0001565449,,0,128860018,128860018,0.0
107,PEA015-B5,PEA015,"Phoenix, AZ",B5,,T-Mobile License LLC,0001565449,,0,128860018,128860018,0.0
107,PEA015-C1,PEA015,"Phoenix, AZ",C1,A4,AT&T Spectrum Frontiers LLC,0027840180,,0,131886990,131886990,0.0
107,PEA015-C2,PEA015,"Phoenix, AZ",C2,A5,AT&T Spectrum Frontiers LLC,0027840180,,0,131886990,131886990,0.0
107,PEA015-C3,PEA015,"Phoenix, AZ",C3,,AT&T Spectrum Frontiers LLC,0027840180,,0,127510450,127510450,0.0
107,PEA015-C4,PEA015,"Phoenix, AZ",C4,,AT&T Spectrum Frontiers LLC,0027840180,,0,127510450,127510450,0.0
107,PEA016-A1,PEA016,"Seattle, WA",A1,A1,Cellco Partnership,0003290673,,0,103713613,103713613,0.0
107,PEA016-A2,PEA016,"Seattle, WA",A2,A2,Cellco Partnership,0003290673,,0,103713613,103713613,0.0
107,PEA016-A3,PEA016,"Seattle, WA",A3,A3,Cellco Partnership,0003290673,,0,103713613,103713613,0.0
107,PEA016-A4,PEA016,"Seattle, WA",A4,,Cellco Partnership,0003290673,,0,85883526,85883526,0.0
107,PEA016-A5,PEA016,"Seattle, WA",A5,,Cellco Partnership,0003290673,,0,85883526,85883526,0.0
107,PEA016-B1,PEA016,"Seattle, WA",B1,,Cellco Partnership,0003290673,,0,85883525,85883525,0.0
107,PEA016-B2,PEA016,"Seattle, WA",B2,,Cellco Partnership,0003290673,,0,85883525,85883525,0.0
107,PEA016-B3,PEA016,"Seattle, WA",B3,,Cellco Partnership,0003290673,,0,85883525,85883525,0.0
107,PEA016-B4,PEA016,"Seattle, WA",B4,,T-Mobile License LLC,0001565449,,0,86169812,86169812,0.0
107,PEA016-B5,PEA016,"Seattle, WA",B5,,T-Mobile License LLC,0001565449,,0,86169812,86169812,0.0
107,PEA016-C1,PEA016,"Seattle, WA",C1,A4,AT&T Spectrum Frontiers LLC,0027840180,,0,102970300,102970300,0.0
107,PEA016-C2,PEA016,"Seattle, WA",C2,A5,AT&T Spectrum Frontiers LLC,0027840180,,0,102970300,102970300,0.0
107,PEA016-C3,PEA016,"Seattle, WA",C3,,AT&T Spectrum Frontiers LLC,0027840180,,0,85268000,85268000,0.0
107,PEA016-C4,PEA016,"Seattle, WA",C4,,AT&T Spectrum Frontiers LLC,0027840180,,0,85268000,85268000,0.0
107,PEA017-A1,PEA017,"Minneapolis-St. Paul, MN",A1,A1,Cellco Partnership,0003290673,,0,102116732,102116732,0.0
